mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,4.042944908142089,4.9143266677856445,2.4805068969726562
mps-uncap,0.9,3.7780070304870605,4.949395656585693,2.50798225402832
mps-uncap,1.0,3.8056373596191406,5.054960250854492,2.531168460845947
mps-uncap,0.5,6.35723114013672,5.266666412353516,2.6866579055786133
mps-uncap,0.6,5.162930488586426,5.301413536071777,2.7006673812866206
mps-uncap,0.7,4.659342765808105,4.752759933471679,2.4993419647216797
mps-uncap,0.1,8.557138442993162,5.761146545410155,2.979278564453125
mps-uncap,0.2,7.9500603675842285,5.691719055175781,2.8156661987304688
mps-uncap,0.3,7.530164718627928,5.653595924377441,2.7666091918945312
mps-uncap,0.4,7.314071655273437,5.7322978973388645,2.8375649452209477
