mode,load,0_densenet201-8,1_mobilenet_v3_large-16,2_vgg13-16
mps-uncap,0.8,90.17157554626465,24.84416961669922,16.38484001159668
mps-uncap,0.9,90.77835083007812,24.53017234802246,16.648292541503906
mps-uncap,1.0,90.92926979064941,25.133848190307617,20.450353622436523
mps-uncap,0.5,69.47827339172363,24.61385726928711,15.885353088378906
mps-uncap,0.6,82.23891258239746,22.634506225585938,18.996000289916992
mps-uncap,0.7,90.00468254089355,23.155689239501953,19.869327545166016
mps-uncap,0.1,48.212289810180664,19.478559494018555,21.705150604248047
mps-uncap,0.2,46.61059379577637,20.514965057373047,17.836809158325195
mps-uncap,0.3,54.70752716064453,22.38774299621582,15.901327133178711
mps-uncap,0.4,70.77527046203613,24.402141571044922,23.9260196685791
