mode,load,0_densenet201-8,1_mobilenet_v3_large-16,2_vgg13-16
mps-uncap,0.8,81.37145042419435,19.560670852661133,11.126899719238283
mps-uncap,0.9,84.36770439147949,18.29056739807129,11.399698257446289
mps-uncap,1.0,85.04056930541992,18.631696701049805,11.529684066772463
mps-uncap,0.5,45.064687728881836,16.021299362182617,10.945320129394531
mps-uncap,0.6,61.76929473876953,14.845943450927734,11.163997650146486
mps-uncap,0.7,73.93965721130371,15.984344482421879,11.282205581665039
mps-uncap,0.1,43.96700859069824,11.815690994262697,13.635396957397461
mps-uncap,0.2,37.992191314697266,14.19210433959961,11.088252067565918
mps-uncap,0.3,36.12692356109619,14.308786392211914,11.083030700683594
mps-uncap,0.4,36.610054969787605,15.273094177246094,11.143922805786133
