mode,load,0_densenet201-8,1_mobilenet_v3_large-16,2_vgg13-16
mps-uncap,0.8,348.9450120925901,102.34149694442753,132.2316932678223
mps-uncap,0.9,778.6507177352903,184.39926147460943,756.4898633956909
mps-uncap,1.0,8198.244333267212,297.86524772644077,5534.496173858643
mps-uncap,0.5,99.06354904174793,34.9588966369629,45.14016151428223
mps-uncap,0.6,142.51477956771848,38.949556350707994,58.22868585586547
mps-uncap,0.7,168.59507560729983,55.86020469665525,81.8954515457152
mps-uncap,0.1,55.292081832885756,21.145224571228024,24.197874069213878
mps-uncap,0.2,55.61547756195068,26.46651268005373,22.198092937469482
mps-uncap,0.3,73.71036529541,26.240191459655758,29.178419113159148
mps-uncap,0.4,61.195614337921135,32.44197368621826,36.29422187805176
