mode,load,0_densenet201-8,1_mobilenet_v3_large-16,2_vgg13-16
mps-uncap,0.8,54.75306510925293,13.223409652709961,10.104656219482422
mps-uncap,0.9,78.95803451538086,15.022039413452148,10.689973831176758
mps-uncap,1.0,80.71541786193848,15.270471572875977,10.865449905395508
mps-uncap,0.5,26.790857315063477,9.24825668334961,9.642839431762695
mps-uncap,0.6,29.712677001953125,9.304285049438477,9.747624397277832
mps-uncap,0.7,41.35894775390625,11.600017547607422,9.95945930480957
mps-uncap,0.1,36.01408004760742,9.536027908325195,9.900689125061035
mps-uncap,0.2,26.4437198638916,11.170387268066406,9.710431098937988
mps-uncap,0.3,23.85401725769043,10.850787162780762,9.766101837158203
mps-uncap,0.4,23.893237113952637,9.270668029785156,9.749412536621094
