mode,load,0_densenet201-8,1_mobilenet_v3_large-16,2_vgg13-16
mps-uncap,0.8,126.85179710388189,42.01221466064454,64.91265296936035
mps-uncap,0.9,458.8981628417969,90.19532203674318,585.3719234466554
mps-uncap,1.0,7799.646377563477,185.22906303405762,4907.806777954102
mps-uncap,0.5,21.58098220825196,9.846162796020508,15.288400650024421
mps-uncap,0.6,29.89113330841065,10.702967643737795,21.351265907287615
mps-uncap,0.7,47.73449897766119,17.521476745605472,35.68935394287111
mps-uncap,0.1,0.0514984130859375,0.048160552978515625,2.0888090133667094
mps-uncap,0.2,0.06537437438964848,3.890800476074215,5.737185478210449
mps-uncap,0.3,4.708957672119141,5.296993255615235,8.031511306762694
mps-uncap,0.4,1.9836425781250073,6.54292106628418,11.906623840332031
