mode,load,0_densenet201-8,1_mobilenet_v3_large-16,2_vgg13-16
mps-uncap,0.8,20.4315185546875,4.914522171020508,8.586406707763672
mps-uncap,0.9,24.248123168945312,4.90570068359375,9.031295776367188
mps-uncap,1.0,20.49112319946289,9.176492691040039,9.175777435302734
mps-uncap,0.5,20.88022232055664,4.868268966674805,8.488655090332031
mps-uncap,0.6,20.483016967773438,4.795312881469727,8.562088012695312
mps-uncap,0.7,20.82538604736328,4.853963851928711,8.547306060791016
mps-uncap,0.1,21.331310272216797,5.0201416015625,8.675336837768555
mps-uncap,0.2,21.323442459106445,5.449533462524414,8.596420288085938
mps-uncap,0.3,20.513296127319336,4.962682723999023,8.61358642578125
mps-uncap,0.4,20.703792572021484,4.857063293457031,8.560657501220703
