mode,load,0_efficientnet_b7-2,1_vgg11-4,2_vgg19-8
mps-uncap,0.8,12.497901916503906,1.8310546875,5.974531173706055
mps-uncap,0.9,12.462854385375977,1.8458366394042969,6.016969680786133
mps-uncap,1.0,14.035940170288086,1.851797103881836,6.10804557800293
mps-uncap,0.5,12.24517822265625,1.8322467803955078,5.939006805419922
mps-uncap,0.6,12.219667434692383,1.837015151977539,5.944967269897461
mps-uncap,0.7,12.365102767944336,1.8367767333984375,5.939245223999023
mps-uncap,0.1,13.533830642700195,1.833200454711914,5.929470062255859
mps-uncap,0.2,13.190269470214844,1.8305778503417969,5.905866622924805
mps-uncap,0.3,12.552022933959961,1.8355846405029297,5.913496017456055
mps-uncap,0.4,12.879371643066406,1.8281936645507812,5.916833877563477
