mode,load,0_efficientnet_b7-2,1_vgg11-4,2_vgg19-8
mps-uncap,0.8,58.91823768615723,6.57963752746582,10.674715042114258
mps-uncap,0.9,55.30238151550293,6.923675537109375,10.308504104614258
mps-uncap,1.0,57.33370780944824,7.711887359619141,12.436389923095703
mps-uncap,0.5,42.39654541015625,6.042957305908203,9.321928024291992
mps-uncap,0.6,51.06830596923828,6.261348724365234,9.886503219604492
mps-uncap,0.7,57.25359916687012,6.292104721069336,10.066986083984375
mps-uncap,0.1,33.333778381347656,6.088972091674805,8.00013542175293
mps-uncap,0.2,34.915924072265625,5.847692489624023,14.097929000854492
mps-uncap,0.3,35.7813835144043,6.058692932128906,9.119749069213867
mps-uncap,0.4,38.64717483520508,6.146907806396484,9.45901870727539
