mode,load,0_efficientnet_b7-2,1_vgg11-4,2_vgg19-8
mps-uncap,0.8,42.50504970550537,8.613824844360352,21.12598419189453
mps-uncap,0.9,81.61940574645998,18.25358867645264,44.23868656158452
mps-uncap,1.0,380.61323165893555,113.77654075622561,401.52955055236816
mps-uncap,0.5,11.16800308227539,2.1253108978271493,6.634378433227538
mps-uncap,0.6,15.984773635864258,3.630399703979492,8.837199211120609
mps-uncap,0.7,24.800086021423343,5.0290584564209,14.212226867675781
mps-uncap,0.1,0.07297992706298828,0.0705718994140625,0.07176399230957031
mps-uncap,0.2,2.018451690673828,0.06866455078125,1.3689517974853518
mps-uncap,0.3,2.911686897277832,0.7756710052490249,3.890275955200195
mps-uncap,0.4,9.042739868164062,1.5146732330322266,5.278587341308594
