mode,load,0_efficientnet_b7-2,1_vgg11-4,2_vgg19-8
mps-uncap,0.8,0.011682510375976562,0.007152557373046875,0.010728836059570312
mps-uncap,0.9,0.0133514404296875,0.009298324584960938,0.01049041748046875
mps-uncap,1.0,0.013828277587890625,0.0095367431640625,0.011205673217773438
mps-uncap,0.5,0.013113021850585938,0.009775161743164062,0.009298324584960938
mps-uncap,0.6,0.013113021850585938,0.008106231689453125,0.0095367431640625
mps-uncap,0.7,0.013113021850585938,0.008344650268554688,0.009298324584960938
mps-uncap,0.1,0.021219253540039062,0.01049041748046875,0.01239776611328125
mps-uncap,0.2,0.02384185791015625,0.010013580322265625,0.011205673217773438
mps-uncap,0.3,0.012874603271484375,0.009059906005859375,0.011205673217773438
mps-uncap,0.4,0.0133514404296875,0.009775161743164062,0.01049041748046875
