mode,load,0_mobilenet_v2-32,1_squeezenet1_1-2,2_squeezenet1_1-8,3_vgg19-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.00095367431640625,0.000476837158203125
