mode,load,0_resnet152-8,1_resnet34-4,2_vgg16-32
mps-uncap,0.8,81.20216846466066,27.903528213500884,21.050434112548825
mps-uncap,0.9,82.81137943267822,29.62207078933717,21.40200138092041
mps-uncap,1.0,91.60465478897095,29.316864013671868,21.508543491363525
mps-uncap,0.5,75.13144016265868,23.74208688735963,20.463125705718994
mps-uncap,0.6,79.71423149108888,21.964607238769528,20.545151233673096
mps-uncap,0.7,81.76538467407227,26.421785354614258,20.72584629058838
mps-uncap,0.1,33.913493156433105,17.602131366729736,18.832435607910156
mps-uncap,0.2,53.3262348175049,18.271212577819824,19.25975799560547
mps-uncap,0.3,57.55757808685303,19.473800659179688,19.39748525619507
mps-uncap,0.4,69.15785074234006,21.4189624786377,19.622352123260498
