mode,load,0_resnet152-8,1_resnet34-4,2_vgg16-32
mps-uncap,0.8,82.15228066925711,140.62097538413568,1180.0467593079304
mps-uncap,0.9,96.96734482368936,153.5710915297806,1402.1975082688903
mps-uncap,1.0,98.26081296497183,176.36026224434812,1543.4598895519919
mps-uncap,0.5,50.19488656992047,88.06050294315865,786.697656184362
mps-uncap,0.6,59.39791527672428,99.82317225334842,925.974914708144
mps-uncap,0.7,69.2098315284909,124.8608940460817,1023.0629489868427
mps-uncap,0.1,10.913234631403924,17.116984987517604,151.57658901728215
mps-uncap,0.2,20.770329970533776,35.3665413089449,282.66566162416564
mps-uncap,0.3,33.833626953191825,50.844167513867696,455.70978436011586
mps-uncap,0.4,41.642280172492505,70.10999019632067,622.9000756193184
