mode,load,0_vgg11-32,1_vgg11-32,2_vgg11-32,3_vgg11-32
mig,0.1,92.28950527897233,77.55328605243045,87.59773725727871,41.69605095830171
mig,0.2,155.884858181551,160.21893422084514,173.1618531057171,86.21533298530359
mig,0.3,268.5057990284293,260.64493761109003,266.700194554765,123.09299101011149
mig,0.4,330.4114031862208,329.4879614082414,354.199371701918,193.57022022587157
mig,0.5,450.56278118383403,412.3649080812835,431.1975351144235,217.33101401831027
mig,0.6,525.8550696984662,524.9584498639962,481.86940794921514,266.72984921230477
mig,0.7,613.0045901118328,599.5702917255369,596.5065086293403,303.9004979889371
mig,0.8,706.9359708735168,683.8694459275632,665.5502024048276,374.45865936728154
mig,0.9,769.9009573046933,798.8005380883179,780.0526822710281,401.3939489792811
mig,1.0,853.3860870802131,866.4239804840151,851.6964317150698,439.9913644180136
