mode,load,0_vgg11-32,1_vgg11-32,2_vgg11-32,3_vgg11-32
mig,0.1,0.024080276489257812,0.02384185791015625,0.019073486328125,0.025510787963867188
mig,0.2,0.014066696166992188,0.015497207641601562,0.01621246337890625,0.021696090698242188
mig,0.3,0.014781951904296875,0.01430511474609375,0.0152587890625,0.017404556274414062
mig,0.4,0.013828277587890625,0.013828277587890625,0.015020370483398438,0.017642974853515625
mig,0.5,0.012874603271484375,0.015020370483398438,0.014066696166992188,0.016689300537109375
mig,0.6,0.0133514404296875,0.011682510375976562,0.013828277587890625,0.018358230590820312
mig,0.7,0.015020370483398438,0.015735626220703125,0.014066696166992188,0.017404556274414062
mig,0.8,0.015497207641601562,0.0133514404296875,0.013828277587890625,0.017404556274414062
mig,0.9,0.013589859008789062,0.014781951904296875,0.015497207641601562,0.018358230590820312
mig,1.0,0.015735626220703125,0.018835067749023438,0.015735626220703125,0.019073486328125
