m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no,job_mix
densenet169,8,mobilenet_v3_small,16,resnet101,2,mps-uncap,1.0,659.3948230977153,5363.594921817573,277.03611131797294,12.340545654296877,3.6395549774169926,7.772326469421387,12.788867950439451,3.8805007934570312,8.120894432067871,16.149044036865234,4.81724739074707,8.66079330444336,78.68,0,21.49,0,43.785,0,0,densenet169-8-mobilenet_v3_small-16-resnet101-2
densenet161,4,resnet101,4,vgg16,4,mps-uncap,1.0,158.92235279299567,285.435920608942,899.8019143390787,26.065349578857425,14.786720275878906,4.855632781982422,26.90905332565308,15.487146377563477,5.24001121520996,28.125762939453125,16.81971549987793,6.659030914306641,77.21,0,43.785,0,11.515,0,0,densenet161-4-resnet101-4-vgg16-4
densenet161,8,resnet101,8,vgg16,8,mps-uncap,1.0,166.4858095537855,264.21402482055265,1085.0410500312903,49.71814155578613,31.74433708190918,8.048510551452637,50.61318874359131,32.97184944152832,8.818418979644779,51.28026008605957,33.89096260070801,9.362459182739258,77.105,0,44.135,0,20.475,0,0,densenet161-8-resnet101-8-vgg16-8
densenet121,16,efficientnet_b5,32,vgg16,2,mps-uncap,1.0,427.23400558976897,727.9106145737218,315.6477134796022,39.5244836807251,44.988274574279785,9.31987762451172,40.30048370361328,45.98694324493408,11.019692420959467,41.01014137268066,46.7531681060791,12.301921844482422,56.98,0,106.645,0,7.77,1,1,densenet121-16-efficientnet_b5-32-vgg16-2
alexnet,2,resnet50,32,vgg11,16,mps-uncap,1.0,461.3049375235906,1054.2467002903968,1823.9319894801629,5.928778648376465,31.672191619873043,10.414314270019531,7.417736053466796,32.56749153137207,11.046919822692873,7.887125015258789,34.670114517211914,12.366533279418944,3.57,1,46.585,0,21.77,0,1,alexnet-2-resnet50-32-vgg11-16
densenet169,8,mobilenet_v3_small,2,vgg16,32,mps-uncap,1.0,107.01601406971056,147.0250407391417,1623.0183919596898,78.71532440185547,18.87340545654297,20.26543617248535,79.97623682022095,20.18085718154908,20.711114406585693,80.5816650390625,21.454334259033203,22.38917350769043,78.68,1,20.895,1,67.62,0,2,densenet169-8-mobilenet_v3_small-2-vgg16-32
densenet161,2,densenet201,4,vgg11,8,mps-uncap,1.0,76.60120403551372,111.76954696442726,2037.552393488812,27.06637382507324,36.90800666809082,4.1307926177978525,27.60833978652954,37.76084899902344,4.334869384765625,29.185056686401367,38.74945640563965,5.346775054931641,78.12,0,95.2,0,13.055,0,0,densenet161-2-densenet201-4-vgg11-8
densenet161,4,densenet201,32,vgg11,8,mps-uncap,1.0,81.37399063140138,476.9244761757105,1537.3567676159585,52.10580825805664,68.24302673339844,6.0835838317871085,53.43606472015381,69.54913139343262,8.17718029022216,55.008649826049805,70.67227363586426,9.84954833984375,77.21,0,94.15,0,13.055,0,0,densenet161-4-densenet201-32-vgg11-8
densenet161,16,densenet201,32,vgg11,16,mps-uncap,1.0,193.681314711927,297.55837423248204,1880.7665265066107,85.95178127288818,111.18392944335938,10.190272331237791,87.94755935668945,113.15637111663818,11.73461914062501,88.96589279174805,114.8085594177246,14.562606811523438,76.965,1,94.15,1,21.77,0,2,densenet161-16-densenet201-32-vgg11-16
alexnet,2,efficientnet_b6,8,vgg16,2,mps-uncap,1.0,1404.08793704758,319.1246053567625,530.3877303689756,1.778364181518555,25.797128677368164,4.435205459594728,2.0705413818359384,26.500873565673825,4.849178791046143,3.0930042266845703,27.46224403381348,5.394220352172852,3.57,0,87.815,0,7.77,0,0,alexnet-2-efficientnet_b6-8-vgg16-2
alexnet,16,efficientnet_b6,16,vgg16,4,mps-uncap,1.0,4535.684165613978,338.56700063572623,555.9641927520258,4.3116092681884775,48.38263988494873,8.7857723236084,4.909148216247559,49.05329942703247,9.659180641174316,5.611419677734375,50.16493797302246,10.33926010131836,6.755,0,90.055,0,11.515,0,0,alexnet-16-efficientnet_b6-16-vgg16-4
alexnet,8,resnet50,16,squeezenet1_0,4,mps-uncap,1.0,3953.98094537754,1433.9511444156292,977.6401387938912,2.561330795288086,11.511850357055664,5.0106048583984375,3.012425899505615,11.802716255187988,5.740995407104491,3.7424564361572266,13.70692253112793,6.1492919921875,4.585,0,26.39,0,9.59,0,0,alexnet-8-resnet50-16-squeezenet1_0-4
alexnet,4,resnet50,4,squeezenet1_0,2,mps-uncap,1.0,3788.157948223726,816.5337986394655,1123.8373688809802,1.1539459228515625,5.107879638671875,1.924276351928711,1.2482333183288576,5.286016464233399,2.048571109771729,2.4302005767822266,6.30950927734375,3.063440322875977,3.57,0,23.625,0,9.485,0,0,alexnet-4-resnet50-4-squeezenet1_0-2
alexnet,4,resnet50,16,squeezenet1_0,8,mps-uncap,1.0,2085.590732476366,1480.3797852584864,1738.8912589949257,2.5696277618408203,11.131000518798828,5.482196807861328,3.3424091339111324,11.35157346725464,5.833499431610107,3.988504409790039,12.140512466430664,6.16145133972168,3.57,1,26.39,0,9.765,0,1,alexnet-4-resnet50-16-squeezenet1_0-8
densenet201,2,inception_v3,8,mobilenet_v3_small,2,mps-uncap,1.0,154.01513152628317,1405.5866325852114,801.2342055803521,13.334512710571287,5.89754581451416,2.623796463012696,14.147005081176758,6.076481342315674,2.7688550949096675,18.918514251708984,8.14676284790039,3.3876895904541016,95.025,0,40.88,0,20.895,0,0,densenet201-2-inception_v3-8-mobilenet_v3_small-2
densenet201,2,inception_v3,8,mobilenet_v3_small,32,mps-uncap,1.0,146.7078828505162,994.1909437191956,8463.905825134347,14.130306243896484,8.33439826965332,4.125666618347169,14.54564094543457,8.86583089828491,4.244327545166016,18.14579963684082,10.857105255126951,5.241632461547852,95.025,0,40.88,0,20.23,0,0,densenet201-2-inception_v3-8-mobilenet_v3_small-32
densenet201,2,inception_v3,32,mobilenet_v3_small,4,mps-uncap,1.0,130.94418936589767,2636.581428735083,1320.5349198809167,16.523075103759766,12.258291244506836,4.974842071533203,17.165310382843018,12.371063232421877,5.400180816650391,17.776012420654297,13.504981994628906,6.3228607177734375,95.025,0,39.27,0,20.755,0,0,densenet201-2-inception_v3-32-mobilenet_v3_small-4
mobilenet_v2,32,resnet18,32,vgg11,8,mps-uncap,1.0,1984.300047072108,2606.63336220341,1239.2152543780462,17.121315002441406,13.271212577819824,7.914900779724121,17.922639846801758,13.620388507843018,9.308691024780272,18.50247383117676,15.01154899597168,9.804248809814451,23.45,0,17.955,0,13.055,0,0,mobilenet_v2-32-resnet18-32-vgg11-8
mobilenet_v2,4,resnet18,4,vgg11,32,mps-uncap,1.0,355.0617620752389,475.5129471662639,2840.528482406062,11.509943008422852,11.144638061523438,11.521124839782717,11.825118064880373,11.360025405883787,11.67250156402588,14.532804489135742,12.048959732055664,12.916088104248049,20.37,0,8.295,1,39.62,0,1,mobilenet_v2-4-resnet18-4-vgg11-32
mobilenet_v2,8,resnet18,32,vgg11,8,mps-uncap,1.0,778.8859382094076,3115.5516526099736,1534.7175793912947,10.571050643920898,10.596060752868652,5.695819854736328,11.23409509658813,10.810613632202148,6.478183269500732,11.918783187866213,11.790037155151367,7.296562194824219,20.475,0,17.955,0,13.055,0,0,mobilenet_v2-8-resnet18-32-vgg11-8
mobilenet_v2,32,resnet18,16,vgg11,2,mps-uncap,1.0,3248.052535909586,2434.7168295145766,544.2037293675307,10.30128002166748,7.795333862304687,5.354905128479005,10.624217987060543,8.177661895751953,6.369793415069582,13.255119323730469,10.506153106689451,6.588935852050781,23.45,0,10.535,0,5.53,1,1,mobilenet_v2-32-resnet18-16-vgg11-2
densenet121,2,mobilenet_v3_small,2,resnet34,8,mps-uncap,1.0,277.6954587803657,834.9110002851975,2484.8866108057746,7.309317588806152,2.4764537811279297,3.350257873535156,7.792448997497558,2.559185028076172,3.420114517211914,9.611129760742188,4.333734512329102,4.501581192016602,55.545,0,20.895,0,14.035,0,0,densenet121-2-mobilenet_v3_small-2-resnet34-8
efficientnet_b6,16,squeezenet1_0,2,vgg11,4,mps-uncap,1.0,444.2797510379677,464.3314184531084,1057.4536492343098,36.70823574066162,6.00714683532715,4.91337776184082,37.44847774505615,6.872677803039551,5.481405258178711,38.55633735656738,7.803440093994141,6.073951721191406,90.055,0,9.485,0,7.56,0,0,efficientnet_b6-16-squeezenet1_0-2-vgg11-4
inception_v3,2,inception_v3,2,vgg16,2,mps-uncap,1.0,251.38504534573065,252.2146559111175,816.6577953570451,8.528947830200195,8.507251739501953,2.560138702392578,9.0104341506958,9.012174606323242,2.709300518035889,9.857416152954102,9.717464447021484,3.62849235534668,40.18,0,40.18,0,7.77,0,0,inception_v3-2-inception_v3-2-vgg16-2
inception_v3,16,inception_v3,8,vgg16,16,mps-uncap,1.0,405.3471985604663,241.33654157343423,1410.8877713892657,42.38471984863281,34.679532051086426,11.984491348266603,43.43984603881836,37.22696304321288,12.470378875732422,44.18540000915527,39.26491737365723,13.736724853515623,40.355,1,40.88,0,36.05,0,1,inception_v3-16-inception_v3-8-vgg16-16
densenet121,32,mobilenet_v2,32,resnet101,8,mps-uncap,1.0,927.8007946065982,3033.0094355927126,313.79503476597296,35.61544418334961,13.665771484375002,28.174638748168945,36.7279052734375,14.691212177276611,29.735088348388672,37.320852279663086,15.047788619995115,30.186891555786133,59.535,0,23.45,0,44.135,0,0,densenet121-32-mobilenet_v2-32-resnet101-8
efficientnet_b7,32,vgg13,2,vgg13,4,mps-uncap,1.0,354.8317851100983,297.0786928746701,551.8224899074148,91.48797988891602,9.502935409545898,10.10727882385254,92.3839282989502,10.893454551696776,11.374425888061523,93.3539867401123,12.153148651123049,12.308597564697266,187.285,0,6.755,1,10.01,1,2,efficientnet_b7-32-vgg13-2-vgg13-4
densenet169,8,efficientnet_b5,4,resnet50,4,mps-uncap,1.0,512.9848501219195,319.7206624314666,816.446823782797,15.944766998291016,12.996697425842283,5.673694610595703,16.245541572570797,13.29332113265991,6.202220916748047,18.00680160522461,14.644145965576172,6.793975830078125,78.68,0,73.14999999999999,0,23.625,0,0,densenet169-8-efficientnet_b5-4-resnet50-4
densenet169,8,efficientnet_b5,2,resnet50,2,mps-uncap,1.0,630.331931733683,189.77334861232927,585.7753444815833,12.91956901550293,10.95404624938965,4.049944877624512,13.120431900024414,11.25357151031494,4.4292688369750985,14.91403579711914,12.581110000610352,4.992246627807617,78.68,0,74.445,0,24.115,0,0,densenet169-8-efficientnet_b5-2-resnet50-2
mobilenet_v2,2,squeezenet1_0,16,vgg11,8,mps-uncap,1.0,258.61672812866976,2289.200114731618,1623.162668462849,8.635401725769043,7.498812675476074,5.390644073486328,9.211301803588867,7.738747596740723,5.6603169441223145,9.915828704833984,8.655548095703125,6.524801254272461,20.65,0,13.02,0,13.055,0,0,mobilenet_v2-2-squeezenet1_0-16-vgg11-8
mobilenet_v2,16,squeezenet1_0,4,vgg11,16,mps-uncap,1.0,1358.115204621043,508.0676392550074,2161.7310368325075,12.842655181884766,9.15353298187256,7.911062240600586,13.24492692947388,10.280847549438477,8.133075237274172,14.653921127319336,11.331796646118164,9.607315063476562,20.44,0,9.59,1,21.77,0,1,mobilenet_v2-16-squeezenet1_0-4-vgg11-16
alexnet,16,mobilenet_v2,2,mobilenet_v3_large,8,mps-uncap,1.0,8984.689141959676,682.5865189157537,2175.447123080466,1.9257068634033203,3.3125877380371094,3.870916366577149,2.039670944213867,3.531095981597901,4.094762802124023,3.1011104583740234,4.403114318847656,5.235910415649414,6.755,0,20.65,0,24.71,0,0,alexnet-16-mobilenet_v2-2-mobilenet_v3_large-8
densenet169,4,resnet34,4,squeezenet1_0,8,mps-uncap,1.0,271.1243646714055,977.2874804399509,3055.860831289455,15.089654922485352,4.450321197509766,2.836465835571289,15.29904842376709,4.678795337677002,3.0030012130737305,16.676664352416992,5.558967590332031,4.187107086181641,78.855,0,13.72,0,9.765,0,0,densenet169-4-resnet34-4-squeezenet1_0-8
densenet169,2,resnet34,32,squeezenet1_0,16,mps-uncap,1.0,69.08344071781814,2918.370322074109,2918.346700139158,30.733180046081543,11.145305633544922,6.604909896850586,31.55477285385132,11.23709201812744,6.784510612487792,32.03558921813965,12.408018112182615,8.082866668701172,78.89,0,25.375,0,13.02,0,0,densenet169-2-resnet34-32-squeezenet1_0-16
densenet169,4,resnet34,16,squeezenet1_0,2,mps-uncap,1.0,275.6005870629407,2992.290560438539,1122.4857401729842,14.909982681274414,5.571126937866211,2.317667007446289,15.180635452270511,5.66554069519043,2.684731483459473,15.704870223999023,7.922887802124023,3.408670425415039,78.855,0,15.085,0,9.485,0,0,densenet169-4-resnet34-16-squeezenet1_0-2
densenet169,8,resnet34,16,squeezenet1_0,2,mps-uncap,1.0,521.4037540616404,2728.803537211959,928.01263288243,15.811991691589355,6.473302841186523,2.7725696563720703,16.09381914138794,6.635189056396484,3.5645532608032227,17.18425750732422,7.163047790527344,4.017829895019531,78.68,0,15.085,0,9.485,0,0,densenet169-8-resnet34-16-squeezenet1_0-2
alexnet,2,densenet201,8,mobilenet_v3_large,2,mps-uncap,1.0,2425.180016125613,481.84316205336825,668.5797613936554,0.965118408203125,17.000794410705566,3.3355712890625004,1.2309360504150386,17.332637310028076,3.621816635131836,2.042531967163086,19.18339729309082,4.957437515258789,3.57,0,95.76,0,24.395,0,0,alexnet-2-densenet201-8-mobilenet_v3_large-2
alexnet,2,densenet201,32,mobilenet_v3_large,16,mps-uncap,1.0,1335.6165268342108,743.1018043426643,2170.7327873328663,2.083873748779299,43.63455772399902,9.46621894836426,3.595628738403321,44.03614044189454,11.094026565551758,4.370212554931641,44.96860504150391,12.10618019104004,3.57,1,94.15,0,25.585,0,1,alexnet-2-densenet201-32-mobilenet_v3_large-16
densenet161,2,efficientnet_b7,32,resnet101,2,mps-uncap,1.0,51.224790177073,587.5200424091238,91.67403777173364,43.69668960571289,54.823899269104,28.116703033447266,44.97307777404784,55.14638900756836,29.14369106292725,45.743703842163086,56.48350715637207,30.527830123901367,78.12,0,187.285,0,43.785,0,0,densenet161-2-efficientnet_b7-32-resnet101-2
densenet169,4,squeezenet1_0,2,vgg13,2,mps-uncap,1.0,265.1376734876045,921.0855478149516,886.2656065396911,15.827655792236328,2.489876747131348,2.468347549438477,16.442508697509766,2.772481441497803,2.6382827758789067,17.91667938232422,3.775596618652344,3.752231597900391,78.855,0,9.485,0,6.755,0,0,densenet169-4-squeezenet1_0-2-vgg13-2
densenet169,2,squeezenet1_0,32,vgg13,16,mps-uncap,1.0,26.37232145746497,2039.8611061018228,1387.0305459185456,79.53763008117676,17.35234260559082,12.469267845153809,81.910400390625,18.20152997970581,12.808377742767334,82.8855037689209,19.970178604125977,14.222383499145508,78.89,1,22.785,0,30.835,0,1,densenet169-2-squeezenet1_0-32-vgg13-16
mobilenet_v2,8,mobilenet_v3_small,2,resnet18,32,mps-uncap,1.0,1501.9541488553705,479.0252907950432,6007.839502392425,5.434989929199219,5.209779739379883,5.369186401367188,5.527019500732422,5.351066589355469,5.417561531066895,7.673978805541992,6.177663803100586,7.537841796875,20.475,0,20.895,0,17.955,0,0,mobilenet_v2-8-mobilenet_v3_small-2-resnet18-32
densenet121,2,squeezenet1_1,4,vgg13,2,mps-uncap,1.0,199.40104661274307,2061.7092542896403,908.698144928408,10.656285285949709,2.220392227172852,2.3238658905029297,11.153221130371094,2.4424481391906743,2.487411499023437,13.063430786132812,3.238201141357422,3.648757934570313,55.545,0,8.82,0,6.755,0,0,densenet121-2-squeezenet1_1-4-vgg13-2
efficientnet_b7,2,efficientnet_b7,8,resnet18,32,mps-uncap,1.0,58.56467257583566,234.3924506975264,5020.604026509936,35.60760021209717,35.45660972595215,7.505083084106445,36.45464658737183,36.08958721160889,8.001718521118162,37.45794296264648,38.14411163330078,10.077953338623049,102.865,0,107.31,0,17.955,0,0,efficientnet_b7-2-efficientnet_b7-8-resnet18-32
efficientnet_b7,2,efficientnet_b7,2,resnet18,4,mps-uncap,1.0,128.3563929343001,134.21633865273077,2218.4092768328333,16.045832633972168,15.418767929077148,1.9745826721191408,16.411349773406982,15.854783058166504,2.145051956176758,18.88680458068848,18.12148094177246,3.0906200408935547,102.865,0,102.865,0,8.295,0,0,efficientnet_b7-2-efficientnet_b7-2-resnet18-4
vgg13,16,vgg13,8,vgg19,4,mps-uncap,1.0,1137.148520076969,577.5842620947018,203.41226409561617,14.744377136230469,14.52779769897461,22.44191169738769,15.29965877532959,15.015435218811032,23.60147476196289,16.16668701171875,16.066312789916992,24.630069732666016,30.835,0,17.815,0,13.02,1,1,vgg13-16-vgg13-8-vgg19-4
densenet201,2,densenet201,4,vgg19,4,mps-uncap,1.0,106.80121513523324,180.67272848321105,873.7249967611352,19.59254741668701,22.91908264160156,4.85992431640625,20.539138317108154,23.700151443481445,5.132865905761719,21.1482048034668,24.56974983215332,5.944967269897461,95.025,0,95.2,0,13.02,0,0,densenet201-2-densenet201-4-vgg19-4
alexnet,2,densenet201,16,resnet34,8,mps-uncap,1.0,1666.6682148540456,574.2077293385571,1429.890630475683,1.524496078491212,28.25856208801269,6.676578521728516,2.2530555725097656,28.576436042785648,7.269754409790038,2.767324447631836,29.088258743286133,7.97271728515625,3.57,0,93.695,0,14.035,0,0,alexnet-2-densenet201-16-resnet34-8
alexnet,8,densenet201,2,resnet34,32,mps-uncap,1.0,3944.018728401532,78.99224699139322,3285.4517517341164,2.6748180389404297,26.78847312927246,9.97638702392578,3.831765651702881,27.61425971984864,10.226159095764158,4.195213317871094,28.34153175354004,11.326074600219728,4.585,0,95.025,0,25.375,0,0,alexnet-8-densenet201-2-resnet34-32
densenet161,16,mobilenet_v3_large,16,mobilenet_v3_large,16,mps-uncap,1.0,527.759025849718,2188.610705397427,2188.59924126922,30.94005584716797,9.754562377929688,9.772682189941406,31.5390682220459,10.613770484924316,10.589451789855955,32.76371955871582,10.96034049987793,11.01088523864746,76.965,0,25.585,0,25.585,0,0,densenet161-16-mobilenet_v3_large-16-mobilenet_v3_large-16
densenet161,32,mobilenet_v3_large,32,mobilenet_v3_large,32,mps-uncap,1.0,535.8800572102617,2363.1537994875825,2383.7513719642543,61.6154670715332,18.326425552368164,17.958688735961914,62.17718124389648,19.61671829223633,19.12502765655518,62.616825103759766,20.426034927368164,19.79660987854004,111.125,0,25.025,0,25.025,0,0,densenet161-32-mobilenet_v3_large-32-mobilenet_v3_large-32
densenet161,2,mobilenet_v3_large,2,mobilenet_v3_large,8,mps-uncap,1.0,194.406293450734,702.1873449400023,2572.5959947582064,10.42771339416504,2.927160263061524,3.138303756713867,10.7374906539917,3.0345821380615248,3.1888484954833984,25.41136741638184,3.7949085235595694,4.142522811889648,78.12,0,24.395,0,24.71,0,0,densenet161-2-mobilenet_v3_large-2-mobilenet_v3_large-8
densenet161,8,mobilenet_v3_large,4,mobilenet_v3_large,8,mps-uncap,1.0,495.3510503283826,1153.7182059994047,2305.741929462349,16.41702651977539,4.443693161010742,4.434585571289063,16.673851013183594,4.725437164306641,4.722464084625244,18.317699432373047,5.2032470703125,5.869865417480469,77.105,0,24.605,0,24.71,0,0,densenet161-8-mobilenet_v3_large-4-mobilenet_v3_large-8
inception_v3,4,squeezenet1_0,4,vgg19,4,mps-uncap,1.0,344.0612058466916,1237.8044403987692,811.9279810146609,12.52603530883789,3.726720809936523,5.188751220703125,13.05771350860596,3.960642814636232,5.419521331787109,13.83066177368164,5.078554153442383,6.32166862487793,40.425,0,9.59,0,13.02,0,0,inception_v3-4-squeezenet1_0-4-vgg19-4
inception_v3,32,squeezenet1_0,2,vgg19,16,mps-uncap,1.0,699.5916609197285,258.50034722342264,1157.5881803382017,48.11210632324219,10.596752166748049,15.210866928100586,49.79244232177734,13.149261474609377,15.996932983398438,50.8267879486084,14.013051986694336,17.164230346679688,39.27,1,9.485,1,41.37,0,2,inception_v3-32-squeezenet1_0-2-vgg19-16
