m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no
vgg19,4,mobilenet_v3_small,8,vgg13,4,mps-uncap,1.0,504.5795440302017,1058.9239179707406,796.9683506678036,8.513212203979492,8.43048095703125,5.53131103515625,8.92965316772461,8.964731693267822,5.834817886352539,15.700340270996094,21.842241287231445,17.83013343811035,13.02,1,21.385,1,10.01,1,3
vgg19,4,mobilenet_v3_small,8,vgg13,4,mig,1.0,486.67881133702514,1926.0460321032024,405.10264321572464,8.385181427001953,4.216432571411133,10.03885269165039,8.719589710235596,4.369497299194336,10.499572753906248,20.171165466308597,17.023324966430664,21.254777908325195,13.02,1,21.385,0,10.01,1,2
vgg19,32,mobilenet_v3_small,2,vgg11,8,mps-uncap,1.0,1051.65930397852,84.17717171457458,594.9854818215362,30.98878860473633,29.406309127807617,20.03114223480225,31.6206169128418,30.642094612121586,20.75121402740479,38.46478462219238,31.432151794433597,22.04418182373047,77.805,0,20.895,1,13.055,1,2
vgg19,32,mobilenet_v3_small,2,vgg11,8,mig,1.0,648.7656244684866,490.1166712353974,673.1682255586069,49.67536926269531,4.137992858886719,12.032747268676758,51.54008865356445,4.316675662994382,12.523913383483888,54.48603630065918,14.262199401855469,22.318363189697266,77.805,0,20.895,0,13.055,1,1
alexnet,32,mobilenet_v2,32,resnet101,4,mps-uncap,1.0,6353.390801253075,2911.216516443266,231.6567616978725,6.920576095581055,11.676740646362305,20.03464698791504,7.429866790771487,12.561340332031255,21.60648345947265,16.293764114379883,19.984960556030277,28.059959411621094,10.92,1,23.45,0,43.785,0,1
alexnet,32,mobilenet_v2,32,resnet101,4,mig,1.0,6694.3936349049445,1585.496520705914,357.8252991754444,5.213308334350586,20.95022201538086,11.349272727966309,6.46550178527832,21.93952560424805,11.910691261291504,12.459278106689451,24.484872817993164,19.06275749206543,10.92,1,23.45,1,43.785,0,2
efficientnet_b6,32,vgg16,2,vgg19,16,mps-uncap,1.0,254.07128550409135,156.5764478400089,792.6968291300454,129.0128231048584,16.43977165222168,24.21736717224121,132.1024417877197,19.3135929107666,25.90419292449952,136.3205909729004,21.49033546447754,28.79500389099121,140.455,0,7.77,1,41.37,0,1
efficientnet_b6,32,vgg16,2,vgg19,16,mig,1.0,380.9951633391201,286.4704043768754,377.02496830645055,84.60984230041504,7.053685188293458,42.791008949279785,86.08359336853027,7.2699832916259775,43.53276491165161,90.90161323547365,16.347646713256836,55.18770217895508,140.455,0,7.77,1,41.37,1,2
resnet50,32,densenet201,4,resnet101,8,mps-uncap,1.0,1802.278944610756,82.96599421665765,370.07241622186586,18.301773071289062,50.86660385131836,23.905134201049805,19.00118827819825,52.2435474395752,25.497875213623047,30.321836471557617,60.84132194519043,29.94394302368164,46.585,0,95.2,0,44.135,0,0
resnet50,32,densenet201,4,resnet101,8,mig,1.0,1209.4784767079336,191.5743716651073,415.5479370450344,26.723504066467285,21.123647689819336,19.420456886291504,28.83529663085937,22.1802020072937,20.24913787841797,36.763668060302734,28.91254425048828,33.67972373962402,46.585,0,95.2,0,44.135,0,0
efficientnet_b5,8,efficientnet_b7,2,resnet152,2,mps-uncap,1.0,508.2395134673822,84.90641248836012,141.3513553753262,16.13445281982422,24.79574680328369,14.681100845336914,16.827688217163086,25.495047569274902,15.108346939086914,28.6250114440918,27.9996395111084,25.29764175415039,74.76,0,102.865,0,63.56,0,0
efficientnet_b5,8,efficientnet_b7,2,resnet152,2,mig,1.0,466.031033975591,94.597722891609,144.93469450079337,17.521977424621582,21.394872665405277,13.97700309753418,17.9507040977478,22.083673477172848,14.400005340576172,18.57328414916992,24.323701858520508,16.337156295776367,74.76,0,102.865,0,63.56,0,0
resnet34,32,densenet201,4,squeezenet1_1,8,mps-uncap,1.0,3037.4061470072,140.56589139403565,2306.8266331364666,10.900259017944336,29.95610237121582,5.236315727233887,11.59982681274414,30.821704864501957,5.829741954803467,21.6977596282959,41.69130325317383,15.466928482055664,25.375,0,95.2,0,8.855,1,1
resnet34,32,densenet201,4,squeezenet1_1,8,mig,1.0,2195.807855673253,192.9736315572618,2451.036497877987,14.978694915771484,20.9139347076416,3.430366516113281,16.81983947753906,21.868343353271484,3.840541839599608,20.95317840576172,27.54735946655273,10.241031646728516,25.375,0,95.2,0,8.855,1,1
resnet34,16,mobilenet_v3_small,2,resnet18,8,mps-uncap,1.0,2732.836937004997,461.08165945311,2655.252155585441,6.069660186767578,4.721713066101074,3.414630889892578,6.36458158493042,4.91290807723999,3.8270425796508794,18.451690673828125,14.699697494506836,14.549970626831056,15.085,1,20.895,0,8.96,1,2
resnet34,16,mobilenet_v3_small,2,resnet18,8,mig,1.0,2016.6832375115916,489.61390705982006,1837.9017618497749,8.235812187194824,4.153728485107422,4.575634002685548,9.68259572982788,4.318246841430664,5.473999977111816,22.16362953186035,14.42408561706543,19.390106201171875,15.085,1,20.895,0,8.96,1,2
densenet161,32,resnet34,2,vgg16,8,mps-uncap,1.0,414.0898460012236,128.212717722949,815.10164851641,78.53920459747314,20.61452865600586,13.568663597106934,79.23547029495239,23.687429428100582,16.10602378845215,80.38854598999023,24.995088577270508,17.307281494140625,111.125,0,13.825,1,20.475,0,1
densenet161,32,resnet34,2,vgg16,8,mig,1.0,498.2358022049378,545.0052027525514,401.006695603645,64.67199325561523,3.715038299560547,20.11990547180176,66.7652416229248,3.898923397064209,20.66660881042481,72.66950607299805,11.579513549804688,21.648406982421875,111.125,0,13.825,0,20.475,1,1
resnet50,32,squeezenet1_0,2,squeezenet1_0,4,mps-uncap,1.0,2020.849815333706,382.0697238030439,757.8939738994808,16.005373001098633,8.070516586303711,8.53872299194336,16.58379554748535,8.493247032165526,8.978919982910156,26.932716369628903,16.502857208251953,16.617298126220703,46.585,0,9.485,1,9.59,1,2
resnet50,32,squeezenet1_0,2,squeezenet1_0,4,mig,1.0,1205.7644099935458,1128.8517340981605,1422.4794142251571,26.786041259765625,1.8045902252197263,2.8901100158691406,29.18245315551757,1.9060730934143053,3.127446174621582,37.88352012634277,15.107870101928713,10.475873947143556,46.585,0,9.485,1,9.59,1,2
squeezenet1_0,32,densenet121,2,resnet152,4,mps-uncap,1.0,4013.28734281162,124.39963900277355,167.06213345324622,8.413219451904297,16.682147979736328,24.7736930847168,9.034309387207031,17.814457416534424,26.059584617614743,20.48492431640625,22.843360900878903,33.43439102172852,22.785,0,55.545,0,64.085,0,0
squeezenet1_0,32,densenet121,2,resnet152,4,mig,1.0,2471.45564435822,163.86605340654685,260.4628907656741,13.356924057006836,12.373876571655272,15.46800136566162,14.964399337768551,12.928750514984127,16.20717048645019,22.455930709838867,22.067785263061523,30.121326446533203,22.785,0,55.545,0,64.085,0,0
vgg19,4,resnet101,2,vgg11,2,mps-uncap,1.0,594.7493425067676,119.16456193852666,643.2202993154519,7.151389122009277,17.90146827697754,3.634190559387208,7.534925937652589,18.82287979125977,3.927919864654541,19.60444450378418,25.98810195922852,14.258146286010742,13.02,1,43.785,0,5.53,1,2
vgg19,4,resnet101,2,vgg11,2,mig,1.0,484.8226398222336,212.6070336197443,436.5845485525005,8.34512710571289,9.514760971069336,4.645586013793945,8.65145206451416,9.92330551147461,4.808788299560547,20.296573638916016,22.881031036376957,14.440536499023438,13.02,1,43.785,0,5.53,1,2
vgg16,4,inception_v3,16,squeezenet1_1,8,mps-uncap,1.0,736.2190712860738,895.3823663755294,1762.807255384818,6.263494491577148,18.691277503967285,5.545377731323242,6.988496780395507,19.416940212249752,6.055822372436523,15.248537063598633,27.454853057861328,15.232324600219728,11.515,1,40.355,0,8.855,1,2
vgg16,4,inception_v3,16,squeezenet1_1,8,mig,1.0,556.5936755142548,905.594073148658,2385.967382964322,7.355690002441406,18.030500411987305,3.571128845214844,7.798118591308592,19.010472297668457,3.847203254699706,17.705440521240234,31.110763549804688,14.77646827697754,11.515,1,40.355,0,8.855,1,2
vgg16,32,inception_v3,16,squeezenet1_1,4,mps-uncap,1.0,1381.9870403876955,344.0403528813076,366.42480065163664,24.359822273254395,47.54683971405029,19.66733932495117,25.0476598739624,54.39536571502685,21.01004600524902,31.631946563720703,59.394121170043945,28.278589248657227,67.62,0,40.355,1,8.82,1,2
vgg16,32,inception_v3,16,squeezenet1_1,4,mig,1.0,746.3889487775518,906.2784996927828,2087.539702143808,43.34194660186768,17.911672592163086,1.9924640655517576,45.057685375213616,19.2137861251831,2.2365093231201167,47.74141311645508,30.802011489868164,13.701438903808594,67.62,0,40.355,0,8.82,1,1
densenet121,8,squeezenet1_1,8,squeezenet1_1,8,mps-uncap,1.0,594.1652532926823,3205.1769830859485,2808.721449766562,13.838052749633787,3.119468688964844,3.4618377685546875,14.171438217163086,3.5653114318847656,3.9000844955444336,23.204803466796875,14.592409133911133,14.238834381103516,55.685,0,8.855,1,8.855,1,2
densenet121,8,squeezenet1_1,8,squeezenet1_1,8,mig,1.0,677.2856733853289,2452.729116742075,2440.222624935063,11.992692947387695,3.4781694412231445,3.514528274536133,12.536087036132812,4.237151145935057,4.242143630981444,24.638891220092773,18.44143867492676,16.437530517578125,55.685,0,8.855,1,8.855,1,2
alexnet,32,mobilenet_v3_small,32,resnet34,2,mps-uncap,1.0,9425.16117544964,4762.79525436851,363.6604609114222,4.499101638793946,7.718563079833984,6.428241729736328,4.903211593627929,8.195338249206543,7.405810356140137,12.157678604125977,13.805866241455078,13.439178466796877,10.92,1,20.23,0,13.825,0,1
alexnet,32,mobilenet_v3_small,32,resnet34,2,mig,1.0,6404.175255798614,4532.276062296559,543.6420756509151,5.679130554199219,7.854318618774414,3.7314891815185542,6.339521408081054,8.400201797485352,3.8444995880126953,17.077922821044922,18.09334754943848,15.6097412109375,10.92,1,20.23,0,13.825,1,2
efficientnet_b5,32,densenet121,8,efficientnet_b6,8,mps-uncap,1.0,764.6651694119766,242.45483649517348,173.88989648477406,42.80357360839844,36.24262809753418,48.48349094390869,43.521056175231934,37.67004966735839,50.75976848602295,53.76648902893066,40.86709022521973,57.04975128173828,106.645,0,55.685,0,87.815,0,0
efficientnet_b5,32,densenet121,8,efficientnet_b6,8,mig,1.0,514.290105379319,543.0255810270527,224.4044540139795,62.5607967376709,14.873075485229494,35.8539342880249,64.70255851745605,15.726404190063478,36.61185264587402,72.80397415161133,25.376319885253903,47.534942626953125,106.645,0,55.685,0,87.815,0,0
vgg16,4,densenet201,32,vgg11,8,mps-uncap,1.0,390.4464831599344,322.1162060973372,1166.4917929025655,12.086963653564457,101.3519048690796,7.822847366333008,15.171871185302743,102.71477699279784,10.327823162078856,17.833471298217773,104.3071746826172,17.380237579345703,11.515,1,94.15,1,13.055,1,3
vgg16,4,densenet201,32,vgg11,8,mig,1.0,545.2832170762559,363.74732167813016,658.7482451506659,7.436800003051758,88.33315372467041,12.293338775634766,7.701878547668457,90.45233964920044,12.763047218322756,11.489152908325195,93.46532821655272,17.17662811279297,11.515,0,94.15,0,13.055,1,1
efficientnet_b7,16,densenet201,2,squeezenet1_0,4,mps-uncap,1.0,429.04982267371,72.44635572119068,987.4588499812476,37.6133918762207,29.642295837402344,6.323814392089844,37.87364959716797,30.272188186645508,7.014036178588867,49.7281551361084,39.739370346069336,17.99321174621582,110.39,0,95.025,0,9.59,1,1
efficientnet_b7,16,densenet201,2,squeezenet1_0,4,mig,1.0,274.9781750069581,97.937648833138,1446.649458147424,58.33859443664551,20.715880393981934,2.8269290924072266,59.568471908569336,21.71012401580811,2.999048233032226,68.29380989074707,23.70762825012207,15.229940414428713,110.39,0,95.025,0,9.59,1,1
inception_v3,32,resnet101,8,resnet34,16,mps-uncap,1.0,1417.819262237489,475.0655748735103,1608.693013378412,23.40524196624756,18.271923065185547,11.74626350402832,24.365789890289307,19.41351890563965,13.214664459228516,34.8200798034668,26.83687210083008,21.21138572692871,39.27,0,44.135,0,15.085,1,1
inception_v3,32,resnet101,8,resnet34,16,mig,1.0,1535.7648196373054,413.0246949156689,1306.9094659557886,21.311426162719727,19.5950984954834,12.55030632019043,23.00437450408936,20.33649444580078,13.3080530166626,27.803897857666016,27.37283706665039,20.47348022460937,39.27,0,44.135,0,15.085,1,1
vgg19,4,resnet101,8,resnet34,8,mps-uncap,1.0,599.9905076566621,392.7806663596571,967.6194983628732,7.418179512023926,21.13144397735596,9.1355562210083,7.767410278320313,21.84882879257202,9.876880645751951,17.674922943115234,31.39591217041016,21.439075469970703,13.02,1,44.135,0,14.035,1,2
vgg19,4,resnet101,8,resnet34,8,mig,1.0,474.614207577214,405.8325359438906,1109.8426109938532,8.55417251586914,19.927978515625,7.348251342773437,8.955202102661135,20.656988620758053,7.943425178527832,19.664287567138672,32.6535701751709,21.4388370513916,13.02,1,44.135,0,14.035,1,2
resnet152,16,squeezenet1_1,2,vgg16,2,mps-uncap,1.0,590.7157832802292,568.4223439869788,478.5225141298337,27.773380279541016,4.350233078002931,5.196809768676758,28.38094472885132,5.710716247558591,6.320881843566895,34.53421592712402,11.750936508178713,14.082193374633787,64.33,0,8.68,1,7.77,1,2
resnet152,16,squeezenet1_1,2,vgg16,2,mig,1.0,528.5480847617825,1179.6366844972106,295.4386798188484,30.52494525909424,1.731157302856445,6.844067573547363,31.590893268585205,1.8205642700195312,7.028176784515381,43.86997222900391,10.288715362548828,19.73581314086914,64.33,0,8.68,1,7.77,1,2
vgg19,32,resnet18,2,squeezenet1_1,8,mps-uncap,1.0,1218.031055006462,175.68463784523206,701.2839685867981,26.71637535095215,19.53988075256348,19.78325843811035,27.29476928710937,21.94231986999512,20.76058387756348,37.82367706298828,23.15402030944824,21.51679992675781,77.805,0,8.33,1,8.855,1,2
vgg19,32,resnet18,2,squeezenet1_1,8,mig,1.0,641.4912699615153,940.5998077327056,2398.546298143056,50.27186870574951,2.15005874633789,3.455162048339844,52.36941576004028,2.2823166847228995,3.965444564819336,55.40108680725098,10.111331939697266,10.015487670898438,77.805,0,8.33,1,8.855,1,2
densenet161,32,efficientnet_b6,16,mobilenet_v2,16,mps-uncap,1.0,506.0812663721301,274.95744663416235,1275.2525560592,64.4538402557373,60.20774841308594,18.03007125854492,65.65330028533936,61.32924079895019,21.71996116638184,67.19827651977539,66.16926193237305,26.137590408325195,111.125,0,90.055,0,20.44,1,1
densenet161,32,efficientnet_b6,16,mobilenet_v2,16,mig,1.0,504.29126884850194,225.5827351483553,1584.219980633706,63.97695541381836,71.35419845581055,10.33475399017334,65.85422039031982,72.6425552368164,11.117858886718748,76.22766494750977,77.21471786499023,24.808406829833984,111.125,0,90.055,0,20.44,1,1
vgg16,4,densenet169,4,resnet34,32,mps-uncap,1.0,607.1022243979045,114.89765370337992,2410.1617750676064,8.249783515930178,37.203121185302734,13.875961303710938,8.849527835845947,38.51759910583496,14.394266605377195,16.883134841918945,45.58086395263672,23.841381072998047,11.515,1,78.855,0,25.375,0,1
vgg16,4,densenet169,4,resnet34,32,mig,1.0,562.3870032352486,236.37023856860435,1368.7818064988903,7.211208343505859,17.128515243530273,23.818659782409668,7.595610618591305,17.8749680519104,25.618481636047363,14.661312103271484,25.954484939575195,34.883737564086914,11.515,1,78.855,0,25.375,1,2
squeezenet1_0,32,alexnet,4,mobilenet_v2,4,mps-uncap,1.0,3650.751410129221,1720.8180261835307,659.090420675615,9.168386459350586,3.853440284729004,7.237625122070312,9.877099990844728,4.652738571166992,7.729759216308594,20.69568634033203,16.031503677368164,18.35298538208008,22.785,0,3.57,1,20.37,0,1
squeezenet1_0,32,alexnet,4,mobilenet_v2,4,mig,1.0,2443.584914476256,2279.74663748615,977.989175983218,13.608598709106444,1.8634796142578125,4.218339920043945,15.270662307739258,2.081632614135742,4.519991874694822,21.955490112304688,10.431528091430664,8.508920669555664,22.785,0,3.57,1,20.37,0,1
resnet18,32,alexnet,4,densenet201,2,mps-uncap,1.0,4740.567184614978,2345.376016375504,78.50706623521802,7.247781753540039,2.8336048126220703,26.43661499023437,7.944688796997071,3.4379959106445312,27.33541488647461,18.749475479125977,8.79669189453125,37.5514030456543,17.955,1,3.57,1,95.025,0,2
resnet18,32,alexnet,4,densenet201,2,mig,1.0,3296.4904858975647,2279.8215714680223,97.62403377956238,10.236811637878418,1.8744468688964844,20.526647567749023,11.412656307220455,2.058744430541992,21.701405048370365,15.009880065917969,10.804891586303713,23.45800399780273,17.955,0,3.57,1,95.025,0,1
mobilenet_v2,32,squeezenet1_0,32,vgg13,16,mps-uncap,1.0,1174.2709812348658,1442.326148340725,1074.0582217168578,30.756545066833496,25.655078887939453,17.75662899017334,32.65591621398926,27.270495891571045,19.777998924255368,35.840511322021484,30.8840274810791,23.18811416625977,23.45,1,22.785,1,30.835,0,2
mobilenet_v2,32,squeezenet1_0,32,vgg13,16,mig,1.0,2596.943953511147,1486.2779429638829,527.140023133129,12.86911964416504,22.27802276611328,30.79400062561035,14.51339721679684,24.97063159942627,31.996452808380116,17.810344696044922,26.51071548461914,34.20352935791016,23.45,0,22.785,1,30.835,1,2
resnet18,32,resnet50,16,resnet50,8,mps-uncap,1.0,3235.589101584148,971.7416390021166,595.1271854724746,11.20610237121582,17.66526699066162,15.195369720458984,11.96939468383789,18.87246370315552,16.377882957458496,18.69821548461914,25.409698486328125,22.32670783996582,17.955,1,26.39,0,23.975,0,1
resnet18,32,resnet50,16,resnet50,8,mig,1.0,3273.6732057187405,662.0808694939348,619.034260745403,10.191679000854492,24.55272674560547,13.143301010131836,11.66684627532959,25.23398876190185,13.73054504394531,21.314382553100582,35.410165786743164,25.418758392333984,17.955,1,26.39,1,23.975,1,3
vgg13,16,mobilenet_v3_small,4,squeezenet1_0,2,mps-uncap,1.0,1631.2403388147657,410.9821704391355,271.944554771439,10.03742218017578,10.04338264465332,9.614086151123049,10.509326457977291,10.38708209991455,9.92372989654541,19.746065139770508,19.72341537475586,19.79970932006836,30.835,0,20.755,0,9.485,1,1
vgg13,16,mobilenet_v3_small,4,squeezenet1_0,2,mig,1.0,864.6558224935433,972.1615327911989,1150.948938674633,18.771982192993164,4.183769226074219,1.7695426940917969,19.94943618774414,4.359123706817625,1.900672912597656,34.987688064575195,11.174917221069336,14.146089553833008,30.835,1,20.755,0,9.485,1,2
inception_v3,8,mobilenet_v2,2,squeezenet1_0,2,mps-uncap,1.0,900.864209724962,481.6446030315217,1060.9039892324188,9.10658836364746,4.286050796508789,2.0437240600585938,9.505500793457022,4.6347975730896,3.005504608154297,20.7059383392334,16.865253448486328,15.674352645874023,40.88,0,20.65,0,9.485,1,1
inception_v3,8,mobilenet_v2,2,squeezenet1_0,2,mig,1.0,916.5404743357204,495.5568509040384,1140.0837984254615,8.935928344726562,4.13060188293457,1.802206039428711,9.3716025352478,4.369137287139892,2.094745635986328,23.33521842956543,11.681556701660156,12.615680694580078,40.88,0,20.65,0,9.485,1,1
resnet101,16,densenet161,4,efficientnet_b5,4,mps-uncap,1.0,932.7166170554124,184.40361289414503,191.59777591562488,17.623567581176758,22.951292991638184,22.011375427246094,17.990031242370605,23.84084939956665,22.984421253204346,29.551982879638672,32.34076499938965,32.09090232849121,43.995,0,77.21,0,73.14999999999999,0,0
resnet101,16,densenet161,4,efficientnet_b5,4,mig,1.0,725.2695007056683,217.63371933151865,256.8641187460062,22.27954864501953,18.528318405151367,15.70415496826172,23.29252243041992,19.09078359603882,16.464805603027347,33.36000442504883,28.90276908874512,27.2371768951416,43.995,0,77.21,0,73.14999999999999,0,0
resnet101,32,efficientnet_b6,16,resnet152,8,mps-uncap,1.0,845.4234690950722,292.1779953803161,190.1899547455123,39.83478546142578,57.17015266418457,44.34127807617188,40.61094284057617,58.63335371017456,47.08191871643066,47.12748527526856,65.22560119628906,48.5689640045166,70.035,0,90.055,0,64.155,0,0
resnet101,32,efficientnet_b6,16,resnet152,8,mig,1.0,769.320837885804,223.39605469531224,298.1696321365,41.983699798583984,72.1308708190918,27.06694602966309,43.64329099655152,73.04727077484131,27.90333747863769,50.3690242767334,82.66448974609375,39.41249847412109,70.035,0,90.055,0,64.155,0,0
inception_v3,16,densenet121,8,densenet169,4,mps-uncap,1.0,1451.834226993206,647.7522572555982,224.5740386414451,11.613965034484863,12.725162506103516,18.639016151428223,12.491583824157717,13.162035942077638,19.115900993347168,20.28751373291016,19.95253562927246,26.270627975463867,40.355,0,55.685,0,78.855,0,0
inception_v3,16,densenet121,8,densenet169,4,mig,1.0,1362.6540523633953,546.7112554909697,234.7743563769428,11.943244934082031,14.838552474975586,17.27437973022461,13.081989288330078,15.989379882812496,18.094940185546875,26.065587997436523,28.99336814880371,23.632049560546875,40.355,0,55.685,0,78.855,0,0
resnet50,16,resnet18,8,resnet50,8,mps-uncap,1.0,1329.0060106443302,1337.777642347355,666.3439805156299,12.339591979980469,7.64908790588379,12.397623062133787,13.240408897399902,8.111953735351562,12.845308780670166,22.010087966918945,18.660545349121094,23.202896118164062,26.39,0,8.96,1,23.975,0,1
resnet50,16,resnet18,8,resnet50,8,mig,1.0,1094.7485880681324,1819.1077339943288,617.3840635645699,14.981985092163086,4.599332809448242,13.248920440673828,16.1398983001709,5.28230667114258,14.09065008163452,27.76050567626953,15.970945358276367,26.816368103027344,26.39,1,8.96,1,23.975,1,3
vgg13,32,efficientnet_b6,4,vgg11,16,mps-uncap,1.0,1328.8906399867562,23.501211289717677,846.2505807204853,24.971961975097656,183.772087097168,21.900129318237305,25.930566787719737,190.01011848449707,23.04053544998169,27.29964256286621,193.82452964782715,25.390625,57.4,0,85.855,1,21.77,1,2
vgg13,32,efficientnet_b6,4,vgg11,16,mig,1.0,874.3637195698947,196.89219009254663,762.3616087157548,37.190914154052734,20.573854446411133,21.294832229614254,39.60404396057129,21.365535259246823,23.205995559692383,40.70329666137695,28.28001976013184,25.096893310546875,57.4,0,85.855,0,21.77,1,1
resnet101,32,resnet101,4,vgg11,2,mps-uncap,1.0,1049.7524154792889,164.14498289244585,473.3221403799429,31.142258644104004,26.3275146484375,6.702470779418944,31.713171005249023,27.69418239593505,7.968630790710449,40.89713096618652,32.27663040161133,14.558076858520508,70.035,0,43.785,0,5.53,1,1
resnet101,32,resnet101,4,vgg11,2,mig,1.0,768.3349622537769,351.2297668889619,434.7478821015956,42.12369918823242,11.512517929077148,4.665136337280273,43.79515647888184,12.027502059936523,4.859433174133301,44.341325759887695,12.965679168701172,5.678415298461914,70.035,0,43.785,0,5.53,1,1
squeezenet1_0,32,mobilenet_v2,8,vgg13,2,mps-uncap,1.0,3179.5328789488635,803.894904603067,395.6348254903241,10.443878173828123,10.420370101928713,7.320404052734375,10.93639612197876,10.809769630432127,7.825458049774172,20.04861831665039,20.57790756225586,18.72873306274414,22.785,0,20.475,1,6.755,1,2
squeezenet1_0,32,mobilenet_v2,8,vgg13,2,mig,1.0,2422.224685489441,1542.9766864185578,342.15504142827155,13.657331466674805,5.380153656005859,5.915641784667969,15.466766357421877,5.794882774353027,6.116604804992674,22.469282150268555,13.889074325561523,14.174222946166992,22.785,0,20.475,0,6.755,1,1
efficientnet_b7,32,mobilenet_v3_large,2,resnet34,32,mps-uncap,1.0,405.7174103784974,153.81029395162494,1840.5727830937608,80.5628776550293,20.73569297790528,25.26869773864746,81.33177280426025,23.23255538940429,27.88421630859375,86.9293212890625,32.23228454589844,30.217647552490234,187.285,0,24.395,1,25.375,1,2
efficientnet_b7,32,mobilenet_v3_large,2,resnet34,32,mig,1.0,293.97459108379854,405.7506456846211,1396.5899667966194,109.61356163024902,5.005598068237305,23.33652973175049,111.99156284332275,5.264759063720703,24.961209297180176,116.3935661315918,7.315874099731445,30.11870384216309,187.285,0,24.395,0,25.375,1,1
mobilenet_v2,32,densenet201,16,mobilenet_v3_small,32,mps-uncap,1.0,2988.7685941472782,368.75858491895406,3548.750981105849,12.73953914642334,45.10345458984375,11.710786819458008,14.1891884803772,47.31673717498779,13.062429428100586,22.991418838500977,54.03780937194824,21.829843521118164,23.45,0,93.695,0,20.23,1,1
mobilenet_v2,32,densenet201,16,mobilenet_v3_small,32,mig,1.0,2632.832500469805,348.3596307229869,4622.671790172371,12.987995147705078,46.5362548828125,7.590246200561524,14.514603614807127,47.46461868286131,8.97631168365478,24.30582046508789,54.754018783569336,16.522645950317383,23.45,1,93.695,0,20.23,0,1
vgg11,32,squeezenet1_1,8,vgg19,8,mps-uncap,1.0,1893.755089796688,474.0320924673056,406.5332587869132,17.911195755004883,18.53799819946289,22.295188903808597,18.339662551879883,23.30758571624756,24.25946235656739,23.288726806640625,24.65987205505371,25.57063102722168,39.62,0,8.855,1,23.275,1,2
vgg11,32,squeezenet1_1,8,vgg19,8,mig,1.0,1292.2547564030342,2357.915948880214,341.46636274547006,25.16162395477295,3.5390853881835938,23.6508846282959,27.17041969299316,3.9520263671875,24.17472839355468,28.22113037109375,11.803388595581056,30.15589714050293,39.62,0,8.855,1,23.275,1,2
resnet18,16,densenet169,16,efficientnet_b5,8,mps-uncap,1.0,2847.309283085655,587.1133583513155,322.3952579727492,7.138061523437499,27.830123901367188,25.724458694458008,8.515605926513672,28.59325408935547,26.33908748626709,17.565011978149414,38.86175155639648,37.01853752136231,10.535,1,78.47,0,74.76,0,1
resnet18,16,densenet169,16,efficientnet_b5,8,mig,1.0,3116.277514147936,450.27411756294015,294.74519907343694,5.371570587158203,35.97676753997803,27.45280265808105,6.106305122375487,37.76425123214722,28.44240665435791,19.022703170776367,49.524545669555664,38.47861289978027,10.535,1,78.47,0,74.76,0,1
resnet50,8,vgg11,8,vgg13,4,mps-uncap,1.0,386.3821757998929,1254.8462236904509,536.9368802303164,21.84700965881348,6.875085830688477,8.148694038391113,22.74331569671631,7.204084396362305,8.64185094833374,30.571460723876957,14.890432357788086,17.68183708190918,23.975,1,13.055,1,10.01,1,3
resnet50,8,vgg11,8,vgg13,4,mig,1.0,984.6602609557232,664.689458956926,399.751501679224,8.301115036010742,12.242412567138672,10.13636589050293,8.874626159667969,12.841274738311768,10.526800155639648,21.205663681030277,19.351959228515625,15.908002853393556,23.975,0,13.055,1,10.01,1,2
vgg16,32,densenet201,2,efficientnet_b6,16,mps-uncap,1.0,1334.0807773589286,18.96221515680466,138.60840556604688,25.65860748291016,115.9994125366211,119.34571266174316,26.636381149291992,118.52552890777588,120.943500995636,31.10027313232422,119.95267868041992,124.18198585510254,67.62,0,95.025,1,90.055,1,2
vgg16,32,densenet201,2,efficientnet_b6,16,mig,1.0,762.6411269450846,97.22612387709351,225.86716681100847,42.293548583984375,20.90334892272949,71.1759090423584,44.86155509948731,21.69806957244873,73.18037986755371,48.24519157409668,24.7797966003418,79.67233657836914,67.62,0,95.025,0,90.055,0,0
densenet201,8,mobilenet_v3_large,2,squeezenet1_1,8,mps-uncap,1.0,383.51625644829727,398.07595988953335,3842.225670927776,21.033859252929688,5.114316940307617,2.5129318237304688,21.71294212341309,5.295302867889404,3.029420375823974,32.62686729431152,14.976978302001951,14.244318008422852,95.76,0,24.395,0,8.855,1,1
densenet201,8,mobilenet_v3_large,2,squeezenet1_1,8,mig,1.0,391.50546067949153,404.48328933436375,2474.153741105225,20.71661949157715,5.149364471435547,3.362655639648437,21.662240028381348,5.32860279083252,3.864765167236328,31.22520446777344,11.904478073120115,16.280651092529297,95.76,0,24.395,0,8.855,1,1
squeezenet1_0,16,densenet161,2,mobilenet_v3_large,2,mps-uncap,1.0,3957.768330165814,116.5023861521802,372.9942183189317,4.297733306884766,17.548561096191406,5.743503570556641,4.615468978881836,18.0633544921875,5.960063934326172,13.799190521240234,26.42965316772461,15.116214752197266,13.02,1,78.12,0,24.395,0,1
