mode,load,0_densenet169-8,1_efficientnet_b7-8,2_mobilenet_v2-8
mps-uncap,1.0,349.209177934111,275.98341886813785,1735.7330886780644
mig,1.0,467.7751001680276,166.20679631503864,1551.0900769591128
