mode,load,0_densenet169-8,1_efficientnet_b7-8,2_mobilenet_v2-8
mps-uncap,1.0,23.326396942138672,28.877973556518555,4.33039665222168
mig,1.0,17.035484313964844,48.017024993896484,5.085229873657227
