mode,load,0_densenet121-4,1_resnet18-2,2_resnet18-8
mps-uncap,0.8,0.009775161743164062,0.0069141387939453125,0.00762939453125
mps-uncap,0.9,0.0095367431640625,0.007152557373046875,0.007867813110351562
mps-uncap,1.0,0.01049041748046875,0.008821487426757812,0.007867813110351562
mps-uncap,0.5,0.009298324584960938,0.00762939453125,0.009059906005859375
mps-uncap,0.6,0.009059906005859375,0.007152557373046875,0.008106231689453125
mps-uncap,0.7,0.009775161743164062,0.00762939453125,0.00762939453125
mps-uncap,0.1,0.011920928955078125,0.009775161743164062,0.008821487426757812
mps-uncap,0.2,0.010967254638671875,0.009775161743164062,0.0095367431640625
mps-uncap,0.3,0.011444091796875,0.008106231689453125,0.010251998901367188
mps-uncap,0.4,0.009298324584960938,0.009298324584960938,0.00858306884765625
