mode,load,0_densenet121-4,1_resnet18-2,2_resnet18-8
mps-uncap,0.8,329.86837729156235,974.854719979835,2590.2540652271837
mps-uncap,0.9,375.1547815281455,1123.426983029448,2961.6008590738106
mps-uncap,1.0,426.2815691814838,1219.6071689869575,3242.279196514145
mps-uncap,0.5,210.43383299833417,611.8859771329612,1645.6494500007416
mps-uncap,0.6,254.32512638816178,739.3946174155052,1942.7725278817552
mps-uncap,0.7,291.017737665373,837.791895731621,2300.9117383018956
mps-uncap,0.1,42.82924014520465,125.9400613147277,331.61849921389836
mps-uncap,0.2,83.62163702561114,244.19453277673722,657.0390030286037
mps-uncap,0.3,125.94115615794416,368.8578067723812,981.6899289623673
mps-uncap,0.4,161.80771941456575,489.9763187007134,1352.2505920061437
