mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,0.8,2.718687057495117,4.259824752807617,1.9383430480957031
mps-uncap,0.9,2.6438236236572266,4.144191741943359,1.9884109497070312
mps-uncap,1.0,2.6183128356933594,4.152059555053711,1.9783973693847656
mps-uncap,0.5,2.614259719848633,3.9758682250976562,1.9330978393554688
mps-uncap,0.6,2.617359161376953,3.9887428283691406,1.920461654663086
mps-uncap,0.7,2.6235580444335938,4.00543212890625,1.9710063934326172
mps-uncap,0.1,2.6481151580810547,3.9844512939453125,2.0515918731689453
mps-uncap,0.2,2.4383068084716797,4.024505615234375,1.9333362579345703
mps-uncap,0.3,2.6183128356933594,4.077911376953125,1.920938491821289
mps-uncap,0.4,2.6154518127441406,4.038810729980469,1.9445419311523438
