mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,0.8,10232.02818675823,471.3683873461043,636.1600662218897
mps-uncap,0.9,10618.3625930405,471.679604892631,663.5707835400856
mps-uncap,1.0,10602.810656867754,476.46231872175025,662.8552138564115
mps-uncap,0.5,6349.6086941144795,343.50464027551527,404.3567400078014
mps-uncap,0.6,7615.725052449527,418.17105584193524,468.2281486772073
mps-uncap,0.7,8837.68260219378,472.1178784284261,548.4884453151739
mps-uncap,0.1,1270.9387426393635,67.60943188376183,78.95066860988385
mps-uncap,0.2,2541.573633019826,138.11007303100652,162.5415984724398
mps-uncap,0.3,3755.089059961831,209.1509907556006,238.99152223026556
mps-uncap,0.4,5077.689174832291,277.30674359867885,315.13080930747105
