mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,0.8,2.635478973388672,4.00543212890625,1.920938491821289
mps-uncap,0.9,2.590656280517578,4.012346267700195,1.9268989562988281
mps-uncap,1.0,2.607107162475586,3.9758682250976562,1.9564628601074219
mps-uncap,0.5,2.598285675048828,3.9403438568115234,1.9099712371826172
mps-uncap,0.6,2.5987625122070312,3.9644241333007812,1.8858909606933594
mps-uncap,0.7,2.6030540466308594,3.961801528930664,1.947164535522461
mps-uncap,0.1,2.6323795318603516,3.9467811584472656,2.0399093627929688
mps-uncap,0.2,2.424001693725586,3.9854049682617188,1.9059181213378906
mps-uncap,0.3,2.602100372314453,4.041433334350586,1.8928050994873047
mps-uncap,0.4,2.600431442260742,4.007101058959961,1.91497802734375
