mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,0.8,2.986907958984375,4.204750061035156,2.9828548431396484
mps-uncap,0.9,2.9861927032470703,4.187822341918945,2.996683120727539
mps-uncap,1.0,2.989053726196289,4.154205322265625,3.0031204223632812
mps-uncap,0.5,2.8405189514160156,4.084587097167969,2.3539066314697266
mps-uncap,0.6,2.901315689086914,4.11677360534668,2.3849010467529297
mps-uncap,0.7,2.9592514038085938,4.1046142578125,2.7704238891601562
mps-uncap,0.1,4.768013954162598,9.114861488342285,4.497766494750977
mps-uncap,0.2,2.7877092361450195,6.848573684692383,4.089474678039551
mps-uncap,0.3,2.7736425399780273,4.345178604125977,2.934694290161133
mps-uncap,0.4,2.7985572814941406,4.165172576904297,2.463102340698242
