mode,load,0_alexnet-32,1_mobilenet_v3_small-2,2_resnet18-2
mps-uncap,0.8,3.215036392211906,4.604065418243408,3.2740020751953116
mps-uncap,0.9,3.116130828857422,4.546632766723633,3.2572889328002934
mps-uncap,1.0,3.124713897705078,4.497952461242676,3.250598907470703
mps-uncap,0.5,5.996403694152831,4.85563039779663,3.716750144958494
mps-uncap,0.6,5.990910530090337,4.799461364746091,3.4909725189208993
mps-uncap,0.7,5.888938903808594,4.599571228027344,3.590106964111328
mps-uncap,0.1,6.122539043426513,10.025203227996828,5.20256757736206
mps-uncap,0.2,5.938198566436768,9.54105138778686,4.796111583709715
mps-uncap,0.3,6.085169315338137,7.847890853881837,4.249706268310544
mps-uncap,0.4,6.063258647918701,6.2927770614624015,4.249897003173828
