mode,load,0_densenet121-16,1_resnet101-2,2_squeezenet1_1-8
mps-uncap,0.8,18.7843918800354,13.153133392333988,5.040678977966307
mps-uncap,0.9,16.8318510055542,11.921203136444092,5.521669387817383
mps-uncap,1.0,15.180144309997559,12.89510726928711,5.318980216979983
mps-uncap,0.5,18.38765144348145,13.753092288970947,5.053811073303218
mps-uncap,0.6,18.49351882934571,12.100672721862795,5.561518669128419
mps-uncap,0.7,16.78511619567871,13.439202308654787,5.507364273071288
mps-uncap,0.1,28.483462333679203,21.76520824432373,5.535590648651121
mps-uncap,0.2,24.184892177581784,20.61479091644287,5.198657512664795
mps-uncap,0.3,22.036027908325195,16.96240663528442,5.113945007324216
mps-uncap,0.4,21.075508594512936,15.038332939147947,5.142011642456054
