mode,load,0_densenet121-16,1_resnet101-2,2_squeezenet1_1-8
mps-uncap,0.8,871.1632098819551,176.43739763920541,2382.207114221708
mps-uncap,0.9,981.6316170137367,189.6356247972914,2637.749234583244
mps-uncap,1.0,1092.404599623553,172.5719822501758,2623.3572472334586
mps-uncap,0.5,556.4555160260603,110.12352735834605,1507.702695240483
mps-uncap,0.6,617.4929900119287,131.27929404832403,1817.9475195367295
mps-uncap,0.7,766.694293579642,155.91284186962852,2150.1505414284284
mps-uncap,0.1,106.15324508945511,21.308371940407703,315.6557123720597
mps-uncap,0.2,221.03176725889918,44.57511779821634,588.757528666704
mps-uncap,0.3,334.1277606713209,65.72925638492174,901.6470272973444
mps-uncap,0.4,437.2851021089215,90.11427536663298,1189.8100008410815
