mode,load,0_densenet121-16,1_resnet101-2,2_squeezenet1_1-8
mps-uncap,0.8,22.246599197387695,19.63353157043457,8.66246223449707
mps-uncap,0.9,29.346942901611328,20.14303207397461,14.868736267089844
mps-uncap,1.0,26.096343994140625,22.269010543823242,14.761924743652344
mps-uncap,0.5,26.46780014038086,16.4639949798584,16.17908477783203
mps-uncap,0.6,25.727272033691406,16.60752296447754,18.44620704650879
mps-uncap,0.7,19.050121307373047,17.702817916870117,10.678529739379883
mps-uncap,0.1,30.338287353515625,23.30923080444336,7.536649703979492
mps-uncap,0.2,28.388261795043945,22.985219955444336,7.798910140991211
mps-uncap,0.3,22.928714752197266,20.467281341552734,14.217376708984375
mps-uncap,0.4,24.146556854248047,19.775867462158203,9.176492691040039
