mode,load,0_densenet169-4,1_inception_v3-16,2_resnet152-32
mps-uncap,0.8,9.972572326660156,6.48188591003418,24.83654022216797
mps-uncap,0.9,9.823083877563477,6.457805633544922,24.97076988220215
mps-uncap,1.0,11.747121810913086,6.571054458618164,24.988412857055664
mps-uncap,0.5,9.86933708190918,6.425142288208008,24.756431579589844
mps-uncap,0.6,9.930610656738281,6.497621536254883,24.783611297607422
mps-uncap,0.7,9.719371795654297,6.448268890380859,24.767637252807617
mps-uncap,0.1,10.311365127563477,6.449222564697266,24.851083755493164
mps-uncap,0.2,9.94563102722168,6.493091583251953,24.81985092163086
mps-uncap,0.3,9.808540344238281,6.441831588745117,24.80936050415039
mps-uncap,0.4,9.917736053466797,6.520271301269531,24.868488311767578
