mode,load,0_densenet169-4,1_inception_v3-16,2_resnet152-32
mps-uncap,0.8,57.9493522644043,45.75762748718265,125.27832984924311
mps-uncap,0.9,125.20079612731932,67.8040027618408,187.2704029083252
mps-uncap,1.0,1036.1120939254765,173.8503456115723,2499.240016937256
mps-uncap,0.5,15.946388244628906,10.858488082885742,30.004072189331055
mps-uncap,0.6,17.666339874267578,16.665410995483402,48.603820800781264
mps-uncap,0.7,26.650929450988766,23.481583595275875,63.37547302246104
mps-uncap,0.1,0.07560253143310547,0.0762939453125,0.09512901306152381
mps-uncap,0.2,4.034161567688013,4.025411605834961,10.020112991333013
mps-uncap,0.3,10.443997383117669,7.617712020874026,18.43700408935548
mps-uncap,0.4,12.756109237670898,9.825325012207031,23.9224910736084
