mode,load,0_densenet169-4,1_inception_v3-16,2_resnet152-32
mps-uncap,0.8,134.780888557434,109.14051055908216,246.25782012939453
mps-uncap,0.9,238.93213272094735,114.01144504547094,310.32728672027565
mps-uncap,1.0,1424.537715911865,253.23193311691278,2621.492509841919
mps-uncap,0.5,38.060379028320305,27.541637420654293,62.276144027709925
mps-uncap,0.6,38.466491699218714,37.91254043579101,96.92426681518536
mps-uncap,0.7,110.14439821243087,62.42215394973758,184.5406055450435
mps-uncap,0.1,19.29305791854859,8.772275447845459,27.53136157989509
mps-uncap,0.2,22.385950088500973,15.63626527786256,25.603399276733406
mps-uncap,0.3,27.592961788177345,19.15783882141119,42.59878635406491
mps-uncap,0.4,32.06205368041998,22.782378196716266,54.63333606719971
