mode,load,0_densenet169-4,1_inception_v3-16,2_resnet152-32
mps-uncap,0.8,97.46350018568458,652.0017660018794,786.1657289680878
mps-uncap,0.9,112.42529730978785,719.9211721239784,848.1097183805635
mps-uncap,1.0,127.33032963837209,775.4195516650898,946.8052412412638
mps-uncap,0.5,60.47403384222351,403.4903963829073,497.6050248146249
mps-uncap,0.6,74.76356410722944,484.0371932693531,589.1170761122709
mps-uncap,0.7,86.92707763317551,527.6079991066505,658.551513638054
mps-uncap,0.1,11.330863750109552,77.16151140014901,109.49844384693021
mps-uncap,0.2,25.396703537075314,160.14188911875812,187.5786174336388
mps-uncap,0.3,40.94577503835345,235.33170595808076,282.18635820389153
mps-uncap,0.4,52.00785848203864,319.63521431455524,387.36350988159705
