mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,18.773603439331055,18.33622455596924,12.922430038452148,55.48124313354492
