mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,11.553287506103516,11.813879013061523,4.188060760498047,44.449567794799805
