mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,0.000476837158203125,0.007152557373046875,0.0035762786865234375,0.000476837158203125
