mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,2152.164430012008,1076.0687428996146,206.3338524341312,602.1088430361815
