mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-2,3_resnet152-32
mps-uncap,1.0,13.89467716217041,13.900518417358398,9.5367431640625,53.192853927612305
