mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg13-4
mps-uncap,0.8,16.415834426879883,7.058858871459961,5.35130500793457
mps-uncap,0.9,21.090388298034668,10.499000549316406,8.15117359161377
mps-uncap,1.0,98.96957874298096,44.26705837249756,37.886857986450195
mps-uncap,0.5,14.506101608276367,4.223346710205078,3.269672393798828
mps-uncap,0.6,13.67950439453125,4.993557929992676,3.988981246948242
mps-uncap,0.7,13.669252395629883,5.37109375,4.368305206298828
mps-uncap,0.1,17.030835151672363,3.101468086242676,2.667665481567383
mps-uncap,0.2,17.037153244018555,3.0870437622070312,2.63214111328125
mps-uncap,0.3,17.104148864746094,3.190279006958008,2.686738967895508
mps-uncap,0.4,16.190290451049805,3.5430192947387695,2.8891563415527344
