mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg13-4
mps-uncap,0.8,6.831169128417969,2.943277359008789,2.439737319946289
mps-uncap,0.9,6.843805313110352,2.9647350311279297,2.4306774139404297
mps-uncap,1.0,6.955385208129883,2.966165542602539,2.4352073669433594
mps-uncap,0.5,6.712436676025391,2.951383590698242,2.4368762969970703
mps-uncap,0.6,6.821870803833008,2.952098846435547,2.4306774139404297
mps-uncap,0.7,6.881475448608398,2.942800521850586,2.4220943450927734
mps-uncap,0.1,7.259607315063477,2.960205078125,2.429962158203125
mps-uncap,0.2,6.895303726196289,2.9418468475341797,2.422809600830078
mps-uncap,0.3,6.870746612548828,2.945423126220703,2.424955368041992
mps-uncap,0.4,6.796121597290039,2.969026565551758,2.4268627166748047
