mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg13-4
mps-uncap,0.8,0.05078315734863281,2.5093555450439453,1.6672611236572266
mps-uncap,0.9,5.432844161987305,5.318403244018555,4.085540771484375
mps-uncap,1.0,79.04720306396484,38.60151767730713,33.394455909729004
mps-uncap,0.5,0.0514984130859375,0.0438690185546875,0.042438507080078125
mps-uncap,0.6,0.048160552978515625,0.04696846008300781,0.042438507080078125
mps-uncap,0.7,0.044345855712890625,0.2808570861816406,0.08988380432128906
mps-uncap,0.1,0.06103515625,0.049591064453125,0.04887580871582031
mps-uncap,0.2,0.05984306335449219,0.046253204345703125,0.043392181396484375
mps-uncap,0.3,0.057220458984375,0.04696846008300781,0.04220008850097656
mps-uncap,0.4,0.05698204040527344,0.04792213439941406,0.04172325134277344
