mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg13-4
mps-uncap,0.8,51.16641044616695,31.23430252075195,28.602123260498047
mps-uncap,0.9,85.86993455886864,49.00994539260862,40.29664039611819
mps-uncap,1.0,782.4602007865906,260.34939527511614,174.84283447265625
mps-uncap,0.5,23.947501182556156,8.560237884521468,7.248487472534174
mps-uncap,0.6,24.725542068481516,11.830878257751456,9.421224594116214
mps-uncap,0.7,25.67768096923828,15.67017555236817,15.769824981689446
mps-uncap,0.1,12.973072528839122,2.316284179687503,2.353401184082031
mps-uncap,0.2,20.709023475646923,3.361237049102778,2.749958038330085
mps-uncap,0.3,22.771577835082994,5.135879516601558,4.059751033782958
mps-uncap,0.4,26.375195980072007,6.177842617034913,5.902919769287111
