mode,load,0_densenet121-4,1_squeezenet1_0-16,2_vgg13-4
mps-uncap,0.8,141.73167359686192,2203.446735711654,662.6774273513695
mps-uncap,0.9,157.93350838977395,2463.7766446103856,758.8312970011056
mps-uncap,1.0,173.5707792980847,2721.653627187884,837.1810541981333
mps-uncap,0.5,84.83838406630805,1313.491956858415,414.0848123454023
mps-uncap,0.6,103.39999039564312,1654.841896882383,491.89945641575576
mps-uncap,0.7,118.22792071787723,1937.5066809450077,580.3394547315673
mps-uncap,0.1,14.774544206966763,277.3895042714743,87.76734076662191
mps-uncap,0.2,34.199266826714094,551.5512617823,161.4052101776928
mps-uncap,0.3,49.04877844402456,837.9911132051557,242.29228078013205
mps-uncap,0.4,67.4049162626952,1089.4779232384126,331.6346929503296
