mode,load,0_resnet34-4,1_resnet34-4,2_resnet34-4,3_resnet34-4
mig,0.1,92.30466732609085,88.2891336504146,87.75934662221754,49.46501207813721
mig,0.2,177.81939739000816,185.4784549243259,183.32793480379408,96.53329659202235
mig,0.3,265.99357021613173,267.47582438390606,264.8756707707427,145.8879226978871
mig,0.4,357.879008252831,347.8155746135602,349.42036381761284,192.83304841060058
mig,0.5,450.13623232052635,442.2459321286438,446.33419166151754,235.78998847662214
mig,0.6,549.0714163511352,542.0228797108668,547.7545497632506,289.44656666642686
mig,0.7,634.5409495566831,630.0143355679143,629.5301684681733,336.5518543613073
mig,0.8,706.1578987853494,713.3974014512132,725.4414782599315,377.6790790995954
mig,0.9,808.4619293194371,814.1858588538205,804.5751784950802,440.8200487315154
mig,1.0,900.444468046393,896.27479113537,908.4265908502924,485.36923184020293
