mode,load,0_resnet34-4,1_resnet34-4,2_resnet34-4,3_resnet34-4
mig,0.1,4.604053497314453,4.334845542907715,4.72711563110351,7.633180618286139
mig,0.2,7.608389854431157,7.242729663848884,6.713819503784174,11.376428604125977
mig,0.3,10.293350219726562,8.83914947509765,8.534646034240723,14.467184543609617
mig,0.4,12.027359008789055,12.170448303222654,11.086139678955078,21.383414268493674
mig,0.5,16.224546432495128,15.550584793090819,15.213644504547103,23.691830635070804
mig,0.6,18.24230194091796,19.992756843566823,18.081774711608887,37.62710094451908
mig,0.7,26.308727264404318,31.943807601928803,25.078239440917958,67.04331636428847
mig,0.8,38.55562210083008,43.88842582702629,37.330589294433594,58.9122200012207
mig,0.9,70.24227142333984,64.57395553588869,102.21138477325437,141.34500265121468
mig,1.0,167.68318176269528,383.1141734123231,260.9972381591798,718.3887362480162
