mode,load,0_resnet34-4,1_resnet34-4,2_resnet34-4,3_resnet34-4
mig,0.1,5.88679313659668,6.490468978881836,5.808591842651367,8.334159851074219
mig,0.2,7.412433624267578,5.641460418701172,10.755300521850586,8.347272872924805
mig,0.3,5.911111831665039,6.630659103393555,7.863759994506836,8.331298828125
mig,0.4,6.623744964599609,6.543636322021484,7.113218307495117,8.290767669677734
mig,0.5,5.823850631713867,5.957365036010742,6.572723388671875,8.510112762451172
mig,0.6,5.265712738037109,5.254268646240234,5.62739372253418,8.263349533081055
mig,0.7,4.850864410400391,4.95457649230957,4.994869232177734,8.279561996459961
mig,0.8,4.833698272705078,4.788637161254883,4.774332046508789,8.218765258789062
mig,0.9,4.598140716552734,4.673480987548828,4.634857177734375,10.41412353515625
mig,1.0,4.680156707763672,5.030393600463867,4.6634674072265625,8.20469856262207
