mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-8,2_vgg11-2
mps-uncap,0.8,5.50602674484253,6.331372261047363,3.0876874923706037
mps-uncap,0.9,5.420646667480469,5.981602668762211,3.0002069473266597
mps-uncap,1.0,5.424385070800779,5.68434715270996,2.618291378021241
mps-uncap,0.5,5.665779113769528,6.608040332794189,3.2070040702819824
mps-uncap,0.6,5.499601364135742,6.653785705566406,3.222541809082033
mps-uncap,0.7,5.444245338439941,6.564664840698243,3.2149219512939453
mps-uncap,0.1,11.432950496673584,11.832654476165771,3.0156326293945312
mps-uncap,0.2,10.038328170776364,10.4218053817749,2.813601493835448
mps-uncap,0.3,8.255004882812505,8.676242828369139,2.9853010177612305
mps-uncap,0.4,6.62441015243531,7.216680049896223,3.1179285049438477
