mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-8,2_vgg11-2
mps-uncap,0.8,6988.058924674988,1401.7091989517212,2.8438568115234375
mps-uncap,0.9,8921.340465545654,4973.801136016846,8.508920669555664
mps-uncap,1.0,12119.280338287354,7568.5378313064575,303.45749855041504
mps-uncap,0.5,7.11369514465332,3.266453742980957,0.021219253540039062
mps-uncap,0.6,26.60846710205078,6.831884384155273,0.5884170532226562
mps-uncap,0.7,2870.4328536987305,19.7906494140625,1.316070556640625
mps-uncap,0.1,0.029802322387695312,0.029921531677246094,0.027894973754882812
mps-uncap,0.2,0.023365020751953125,0.024557113647460938,0.021457672119140625
mps-uncap,0.3,0.3314018249511719,0.021696090698242188,0.02002716064453125
mps-uncap,0.4,3.1213760375976562,1.139998435974121,0.015020370483398438
