mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-8,2_vgg11-2
mps-uncap,0.8,12569.313883781433,2067.141318321228,11.559963226318361
mps-uncap,0.9,16209.608316421509,8770.836305618288,32.17988014221191
mps-uncap,1.0,21877.095651626587,12737.539982795715,484.2082738876343
mps-uncap,0.5,24.606418609619144,13.843655586242676,2.8864145278930664
mps-uncap,0.6,76.7545223236084,28.770256042480465,4.1460514068603525
mps-uncap,0.7,5364.353036880494,62.78228759765629,6.6162109374999964
mps-uncap,0.1,7.622265815734865,7.341933250427248,0.43730735778808744
mps-uncap,0.2,7.315158843994141,6.6176652908325195,1.0476350784301758
mps-uncap,0.3,8.091926574707031,6.365299224853516,1.3930320739746096
mps-uncap,0.4,13.062548637390144,8.829259872436527,1.84154510498047
