mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-8,2_vgg11-2
mps-uncap,0.8,13982.789516448975,2288.459300994873,55.69624900817871
mps-uncap,0.9,18003.9222240448,9385.92505455017,214.83087539672852
mps-uncap,1.0,24426.405429840088,14074.697971343994,547.9423999786377
mps-uncap,0.5,64.47672843933105,47.15609550476074,12.099266052246094
mps-uncap,0.6,156.79407119750977,81.28952980041504,20.953655242919922
mps-uncap,0.7,5934.972763061523,125.99563598632812,28.59973907470703
mps-uncap,0.1,25.713205337524414,26.543855667114258,6.190061569213867
mps-uncap,0.2,30.652999877929688,20.625829696655273,7.24029541015625
mps-uncap,0.3,32.98473358154297,27.25839614868164,7.647991180419922
mps-uncap,0.4,48.56443405151367,29.84309196472168,11.00921630859375
