mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-8,2_vgg11-2
mps-uncap,0.8,12574.272155761719,2072.129011154175,13.558149337768556
mps-uncap,0.9,16214.647102355957,8775.767540931703,34.1578483581543
mps-uncap,1.0,21882.028579711914,12742.55440235138,486.1851930618286
mps-uncap,0.5,29.60495948791504,18.979930877685547,4.813194274902344
mps-uncap,0.6,81.75268173217775,34.01906490325928,6.142902374267578
mps-uncap,0.7,5369.341039657593,67.81778335571289,8.617496490478514
mps-uncap,0.1,16.590881347656254,16.588211059570312,2.884387969970704
mps-uncap,0.2,13.887643814086914,13.793301582336426,2.922797203063965
mps-uncap,0.3,13.199329376220703,11.83009147644043,3.21187973022461
mps-uncap,0.4,18.023538589477543,13.942122459411621,3.7445545196533208
