mode,load,0_densenet161-8,1_efficientnet_b7-32,2_resnet152-8
mps-uncap,0.8,300.4164695739746,565.5443668365479,435.7171058654785
mps-uncap,0.9,886.1572742462158,695.7015991210938,654.285192489624
mps-uncap,1.0,930.7308197021484,1416.088342666626,2244.396209716797
mps-uncap,0.5,106.35066032409668,240.4932975769043,104.78878021240234
mps-uncap,0.6,143.24092864990234,393.22781562805176,132.06958770751953
mps-uncap,0.7,202.4688720703125,379.8842430114746,238.64984512329102
mps-uncap,0.1,50.135135650634766,85.73055267333984,46.57888412475586
mps-uncap,0.2,65.78326225280762,99.23577308654785,71.98524475097656
mps-uncap,0.3,80.66153526306152,143.9511775970459,87.1117115020752
mps-uncap,0.4,88.58871459960938,237.8714084625244,85.43944358825684
