mode,load,0_densenet161-8,1_efficientnet_b7-32,2_resnet152-8
mps-uncap,0.8,53.63763332366943,68.08545589447023,47.1692681312561
mps-uncap,0.9,54.36833381652832,66.56060218811035,50.88702917099
mps-uncap,1.0,54.89468574523926,66.6806173324585,51.998629570007324
mps-uncap,0.5,48.28774929046631,65.27065753936768,46.94788455963135
mps-uncap,0.6,51.84913873672486,66.24884605407715,45.61573028564453
mps-uncap,0.7,52.592225074768066,66.65280342102052,45.87255954742434
mps-uncap,0.1,48.638038635253906,59.51569080352783,44.2617416381836
mps-uncap,0.2,43.665103912353516,58.477118015289335,43.52386474609376
mps-uncap,0.3,48.739027976989746,60.758399963378885,42.73391962051392
mps-uncap,0.4,50.999636650085456,63.28966379165649,47.90711402893067
