mode,load,0_densenet161-8,1_efficientnet_b7-32,2_resnet152-8
mps-uncap,0.8,262.42746829986567,466.36255979537987,351.2480854988098
mps-uncap,0.9,749.4313812255857,597.152328491211,511.91636323928833
mps-uncap,1.0,854.61181640625,1299.7680950164795,2096.9311189651485
mps-uncap,0.5,84.46776866912842,199.75513458251913,83.70972156524658
mps-uncap,0.6,114.67978477478042,331.57867431640614,119.39118385314943
mps-uncap,0.7,153.3001136779784,302.50958442687994,179.09604549407987
mps-uncap,0.1,48.698344230651855,84.5165252685547,44.32489395141603
mps-uncap,0.2,44.07261848449707,89.54079866409302,47.902278900146484
mps-uncap,0.3,60.17649173736569,119.08440589904778,53.72825860977173
mps-uncap,0.4,71.39319419860841,159.14000749588007,64.97025489807153
