mode,load,0_densenet161-8,1_efficientnet_b7-32,2_resnet152-8
mps-uncap,0.8,0.012159347534179688,0.018835067749023438,0.012636184692382812
mps-uncap,0.9,0.012874603271484375,0.017881393432617188,0.012874603271484375
mps-uncap,1.0,0.012874603271484375,0.019311904907226562,0.016450881958007812
mps-uncap,0.5,0.016689300537109375,0.017881393432617188,0.01239776611328125
mps-uncap,0.6,0.010728836059570312,0.017404556274414062,0.011444091796875
mps-uncap,0.7,0.012874603271484375,0.015735626220703125,0.01049041748046875
mps-uncap,0.1,0.026464462280273438,0.026702880859375,0.026702880859375
mps-uncap,0.2,0.012874603271484375,0.01811981201171875,0.013113021850585938
mps-uncap,0.3,0.018358230590820312,0.017642974853515625,0.012874603271484375
mps-uncap,0.4,0.012636184692382812,0.0247955322265625,0.009775161743164062
