mode,load,0_densenet161-8,1_efficientnet_b7-32,2_resnet152-8
mps-uncap,0.8,38.451194763183594,60.044050216674805,33.571720123291016
mps-uncap,0.9,43.610572814941406,62.51859664916992,38.41269016265869
mps-uncap,1.0,50.37569999694824,64.19014930725098,45.48978805541992
mps-uncap,0.5,17.838716506958008,53.098201751708984,13.979196548461914
mps-uncap,0.6,18.17011833190918,54.90922927856445,14.533281326293945
mps-uncap,0.7,23.73790740966797,57.08765983581543,17.682313919067383
mps-uncap,0.1,23.081302642822266,48.251986503601074,17.469167709350586
mps-uncap,0.2,17.75503158569336,48.27380180358887,17.03190803527832
mps-uncap,0.3,17.998695373535156,49.31497573852539,17.388105392456055
mps-uncap,0.4,17.70949363708496,52.30534076690674,14.707803726196289
