mode,load,0_densenet169-2,1_inception_v3-8,2_squeezenet1_1-32
mps-uncap,0.8,112.61487007141113,124.63879585266113,65.05346298217773
mps-uncap,0.9,136.54685020446777,143.2027816772461,97.24950790405273
mps-uncap,1.0,564.1074180603027,256.14404678344727,1612.3194694519043
mps-uncap,0.5,54.36205863952637,43.07055473327637,24.7495174407959
mps-uncap,0.6,72.30544090270996,51.313161849975586,29.306411743164062
mps-uncap,0.7,100.79169273376465,60.585975646972656,36.22603416442871
mps-uncap,0.1,50.48799514770508,29.419660568237305,10.734319686889648
mps-uncap,0.2,43.83516311645508,37.49585151672363,14.313220977783203
mps-uncap,0.3,54.66890335083008,41.350603103637695,17.34304428100586
mps-uncap,0.4,77.49485969543457,40.22693634033203,19.63067054748535
