mode,load,0_densenet169-2,1_inception_v3-8,2_squeezenet1_1-32
mps-uncap,0.8,9.997844696044922,4.912614822387695,3.5080909729003906
mps-uncap,0.9,10.001420974731445,4.910469055175781,3.514528274536133
mps-uncap,1.0,10.573148727416992,6.735324859619141,4.104852676391602
mps-uncap,0.5,10.138988494873047,4.895210266113281,3.507375717163086
mps-uncap,0.6,9.900331497192383,4.852533340454102,3.495454788208008
mps-uncap,0.7,10.045289993286133,4.942178726196289,3.502368927001953
mps-uncap,0.1,10.050296783447266,5.0563812255859375,3.5047531127929688
mps-uncap,0.2,9.89079475402832,5.013465881347656,3.4999847412109375
mps-uncap,0.3,10.272741317749023,4.980564117431641,3.500223159790039
mps-uncap,0.4,9.853601455688477,4.863262176513672,3.501415252685547
