mode,load,0_densenet169-2,1_inception_v3-8,2_squeezenet1_1-32
mps-uncap,0.8,0.011444091796875,0.009059906005859375,0.008821487426757812
mps-uncap,0.9,0.010967254638671875,0.0095367431640625,0.009059906005859375
mps-uncap,1.0,0.01239776611328125,0.011444091796875,0.010967254638671875
mps-uncap,0.5,0.010967254638671875,0.00858306884765625,0.00858306884765625
mps-uncap,0.6,0.010013580322265625,0.010728836059570312,0.008821487426757812
mps-uncap,0.7,0.011444091796875,0.010728836059570312,0.008106231689453125
mps-uncap,0.1,0.015020370483398438,0.01811981201171875,0.011444091796875
mps-uncap,0.2,0.01239776611328125,0.01239776611328125,0.01049041748046875
mps-uncap,0.3,0.012636184692382812,0.01049041748046875,0.010251998901367188
mps-uncap,0.4,0.012159347534179688,0.011682510375976562,0.009059906005859375
