mode,load,0_densenet121-2,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,15.056047439575194,7.269413471221924,4.871606826782228
mps-uncap,0.9,15.249824523925783,7.301807403564453,4.899489879608154
mps-uncap,1.0,15.124433040618896,7.66188383102417,4.9114227294921875
mps-uncap,0.5,18.717241287231445,8.028128147125244,4.592132568359376
mps-uncap,0.6,15.440053939819336,7.622385025024416,4.768867492675781
mps-uncap,0.7,14.74269151687622,7.472567558288574,4.676861763000488
mps-uncap,0.1,19.43667411804199,8.257133960723877,4.110527038574231
mps-uncap,0.2,18.111438751220696,8.360738754272461,4.336147308349609
mps-uncap,0.3,18.98447036743164,8.366107940673828,4.516274929046631
mps-uncap,0.4,18.563289642333988,8.194093704223633,4.6038818359375
