mode,load,0_densenet121-2,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,7.070302963256836,4.84156608581543,1.7719268798828125
mps-uncap,0.9,6.923675537109375,4.819631576538086,1.7852783203125
mps-uncap,1.0,8.703947067260742,5.345821380615234,1.772165298461914
mps-uncap,0.5,7.0285797119140625,4.834413528442383,1.7733573913574219
mps-uncap,0.6,7.066965103149414,4.839897155761719,1.7704963684082031
mps-uncap,0.7,6.906032562255859,4.819393157958984,1.7697811126708984
mps-uncap,0.1,7.139682769775391,4.836320877075195,1.7778873443603516
mps-uncap,0.2,7.107973098754883,4.848480224609375,1.7769336700439453
mps-uncap,0.3,7.048845291137695,4.822969436645508,1.7862319946289062
mps-uncap,0.4,7.034540176391602,4.8465728759765625,1.7900466918945312
