mode,load,0_densenet121-2,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,0.011682510375976562,0.010251998901367188,0.00858306884765625
mps-uncap,0.9,0.010251998901367188,0.0095367431640625,0.008344650268554688
mps-uncap,1.0,0.01239776611328125,0.011444091796875,0.009775161743164062
mps-uncap,0.5,0.011444091796875,0.011205673217773438,0.009059906005859375
mps-uncap,0.6,0.009775161743164062,0.009298324584960938,0.010013580322265625
mps-uncap,0.7,0.011682510375976562,0.009059906005859375,0.00858306884765625
mps-uncap,0.1,0.012874603271484375,0.011920928955078125,0.010013580322265625
mps-uncap,0.2,0.019073486328125,0.011682510375976562,0.010251998901367188
mps-uncap,0.3,0.011444091796875,0.011205673217773438,0.01049041748046875
mps-uncap,0.4,0.011682510375976562,0.010728836059570312,0.009775161743164062
