mode,load,0_densenet121-2,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,115.13447806879498,3490.339172712064,1758.6453712820753
mps-uncap,0.9,128.84149864209766,4099.588690346178,2007.0996964662736
mps-uncap,1.0,135.58197564442213,4329.349288841233,2167.632387468204
mps-uncap,0.5,68.24227214464945,2207.2675738709754,1122.3607218192485
mps-uncap,0.6,82.6102448545343,2651.9714459424845,1311.6773246955156
mps-uncap,0.7,93.79273912569057,3085.2727476226546,1530.1542536024015
mps-uncap,0.1,14.211197422952308,473.16758514565714,225.47508368936047
mps-uncap,0.2,28.67119532062768,858.1753698504496,428.3621581929547
mps-uncap,0.3,41.40846353465528,1324.436977599371,665.3064689882942
mps-uncap,0.4,55.24234316258493,1811.2121133733249,873.9726377588555
